PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Huryn, VMB								Ecological impacts of introduced honey bees								QUARTERLY REVIEW OF BIOLOGY				72	3			275	297		10.1086/419860				SEP 1997	1997	Honey bees (Apis mellifera L.), native to Eurasia and Africa, have been introduced to most of the rest of the world. Many plant species are used by introduced honey bees, which suggests a high potential for disturbance of native plant/pollinator relationships. Few species are used intensively, however, thus decreasing the opportunity for disturbance. Pollination studies show that honey bees are effective pollinators of some native plants and less effective pollinators of others; they also reduce floral resources in some species with little or no pollination. Data are insufficient to show whether honey bee foraging on native plants significantly alters pollen and gene flow, but unusual foraging behavior by honey bees is not evident compared to many other pollinators. Honey bees do not physically damage plants; they are also unlikely to increase hybridization of native flora. Pollination by honey bees probably contributes little to the success of most weeds.Experiments have not shown competition for nesting sites between honey bees and native fauna. The presence of honey bees, however, alters the foraging behavior and abundance of some native fauna on flowers, but not studies have shown detrimental impacts of honey bees on population abundance of any native animals or plants. Anecdotal and quantitative reports of increased honey bee abundances on flowers compared with native fauna are often confounded with habitat changes induced by men.																		0033-5770	1539-7718		WOS:A1997XT77700002		
J	Kato, M; Shibata, A; Yasui, T; Nagamasu, H								Impact of introduced honeybees, Apis mellifera, upon native bee communities in the Bonin (Ogasawara) Islands								RESEARCHES ON POPULATION ECOLOGY				41	2			217	228						1999	1999	The Bonin (Ogasawara) Islands are oceanic islands located in the northwest Pacific, and have ten native (nine endemic) bee species, all of which are nonsocial. The European honeybee (Apis mellifera), which was introduced to the islands for apiculture in the 1880s, became naturalized in a few islands shortly after introduction. To detect the impact of the honeybees upon native bee diversity, we analyzed pollen harvest by honeybees and surveyed the relative abundance of honeybees and native bees on flowers on several islands. Both hived and feral honeybee colonies were active throughout the year, harvesting pollen of both native and alien flowers and from both entomophilous and anemophilous flowers. Honeybees strongly depended on the alien plants, especially during winter to spring when native melittophilous flowers were rare. From June to November, honeybees exhaustively utilized native flowers, which had originally been utilized and pollinated by native bees. On Chichi and Haha Islands, where human disturbance of forests has been severe, both native and alien flowers were dominated by honeybees, and native bees were rare or extinct even in well-conserved forests. In contrast, on Ani Island and Haha's satellite islands where primary forests were well conserved and honeybees were still uncommon or absent, native bees remained dominant. These results suggest that competition for nectar and pollen of the native flowers between honeybees and native bees favors honeybees on the disturbed islands, which are thoroughly invaded by alien nectariferous, sometimes aggressive, weedy plants.																		0034-5466			WOS:000083085600012		
J	Kato, Makoto								Endangered bee fauna and its floral hosts in the Ogasawara Islands								Japanese Journal of Entomology				60	3			487	494						1992	1992	Native bee fauna of the Ogasawara Islands, originally composed of nine endemic species, is now endangered due to rapid destruction of natural vegetation and to competition with feral honeybees (Apis mellifera). In 1991, only one and six native species were confirmed in Chichi and Haha Islands, respectively, where the destruction progressed. Eight natives still remained in Ani Is., where natural vegetation is well conserved and honeybees are not yet common. All native bees were found only in natural vegetation. Lithurge ogasawarensis, which is oligolectic to Hybiscus glaber and possesses the longest proboscis among the natives, survived in Ani and Haha Isls., but should become extinct in Chichi Is. Megachile asahinai, whose proboscis length is equal to that of a honeybee and visits on flowers with moderately deep corollas, was found in Ani Is.																		0915-5805			BCI:BCI199395039929		
J	Laurance, WF				Laurance, William F/B-2709-2012	Laurance, William F/0000-0003-4430-9408			A distributional survey and habitat model for the endangered northern Bettong Bettongia tropica in tropical Queensland								BIOLOGICAL CONSERVATION				82	1			47	60		10.1016/S0006-3207(96)00164-4				OCT 1997	1997	The northern bettong Bettongia tropica is an endangered rat-kangaroo that occurs only in certain dry and mesic forests in tropical Queensland, Australia. In 1994 and 1995 I conducted a live-trapping survey at 152 sires throughout its potential geographic range. Detailed floristic, physiognomic, topographic and geology data from each site were used to develop a predictive model of bettong habitat requirements, using generalized linear modeling. Data from 62 spotlighting censuses and opportunistic observations were also used to assess potential threats to northern bettongs posed by introduced foxes Vulpes vulpes, while trapping and habitat data were employed to evaluate possible effects of rooting-damage from feral pigs and competition from rufous bettongs Aepyprymnus rufescens on northern bettong populations. The northern bettong was detected in only one area, the Lamb Range, where it was present at nearly half (33/70) of the sites surveyed. Sparse populations recorded previously at several other localities in north Queensland may have declined or disappeared. A multiple Poisson regression model indicated that northern bettongs were strongly associated with certain types of wet and mesic sclerophyll forests and woodlands, while rainforest and rainforest-invaded wet sclerophyll forests were avoided. Northern bettongs occurred only on infertile metamorphic and granitic substrates, and were never detected on richer basaltic or alluvial soils. This probably occurs because fruit-bodies of ectomycorrhizal fungi, which are a key food resource of northern bettongs, are most abundant on infertile soils. Foxes were never detected during the survey, and are unlikely to threaten northern bettong populations at present. Circumstantial evidence suggests that interspecific competition from rufous bettongs is also of minimal importance. Rooting damage by feral pigs, however, may be more significant; northern bettongs were rarely detected at sites with heavy pig damage, and this may be because pigs are also feeding on fungal fruit-bodies. At present, the greatest threat to northern bettongs is probably encroaching land development, especially in the crucial Lamb Range area. Northern Queensland is experiencing rapid population growth, and local shires are attempting to shunt residential development onto areas with infertile soils to avoid the lass of productive agricultural land. While normally a laudable practice, this is precisely the wrong policy in this specific region. A re-evaluation of the strategic development plans of local shires is urgently needed to protect remaining habitats of the northern bettong. Habitat management, especially regular burning, is also required in key bettong habitats. Burning will prevent further invasion of wet sclerophyll forests by rainforest vegetation, which renders the habitat unsuitable for bettongs, and also is likely to promote the local production of fungal fruit-bodies upon which the northern bettong is highly dependent. (C) 1997 Elsevier Science Ltd.																		0006-3207			WOS:A1997XM38600006		
J	LUNDIEJENKINS, G; CORBETT, LK; PHILLIPS, CM								ECOLOGY OF THE RUFOUS HARE-WALLABY, LAGORCHESTES-HIRSUTUS GOULD (MARSUPIALIA, MACROPODIDAE), IN THE TANAMI DESERT, NORTHERN-TERRITORY .3. INTERACTIONS WITH INTRODUCED MAMMAL SPECIES								WILDLIFE RESEARCH				20	4			495	511		10.1071/WR9930495				1993	1993	This paper reports a study of the interactions between a remnant population of the rufous hare-wallaby, Lagorchestes hirsutus, and populations of several introduced mammal species in a region of the Tanami Desert. Transect counts of faecal pellets and tracks were used to determine the local distributions of all species and analysis of faeces from both predators and competitors of hare-wallabies was undertaken.Six species of introduced mammals were recorded within the study area: dingoes, rabbits, camels, foxes, feral cats and cattle. The local distributions for a number of these species were found to be significantly correlated with that of L. hirsutus during some seasons. Analysis of dingo scats collected from fire trails within the study area identified a total of 12 different food classes including hare-wallabies which occurred in 6.9% of the scats. Foxes and feral cats appear to be more important predators as demonstrated by their impacts on natural and reintroduced populations of hare-wallabies. Comparison of the diets of the rabbit and L. hirsutus identified significant overlap in utilised plant species, particularly during drier times. Competition between rabbits and L. hirsutus seems probable, given the overlap of their diets and their similar body sizes and metabolic requirements. Cattle and camels are potentially as important at densities above present levels.The complex web of interactions between L. hirsutus and these introduced species have important implications for management of remnant and reintroduced hare-wallaby populations.																		1035-3712			WOS:A1993MC17400007		
J	MAJER, JD								RECOLONIZATION BY ANTS OF REHABILITATED MINERAL SAND MINES ON NORTH STRADBROKE ISLAND, QUEENSLAND, WITH PARTICULAR REFERENCE TO SEED REMOVAL								AUSTRALIAN JOURNAL OF ECOLOGY				10	1			31	48		10.1111/j.1442-9993.1985.tb00861.x				1985	1985																			0307-692X			WOS:A1985AQB0700004		
J	Pearson, D. J.; Kinnear, J. E.								A review of the distribution, status and conservation of Rock-wallabies in Western Australia								Australian Mammalogy				19	2			137	152						Sept., 1997	1997	Western Australia has five species of rock-wallabies. Petrogale brachyotis, Petrogale burbidgei and Petrogale concinna occur in wet-dry tropical habitats in the Kimberley region. Petrogale rothschildi is a Pilbara region endemic, while Petrogale lateralis has the largest distribution, extending from the southwest Kimberley to islands off the southern coastline. There have been few collections of the three species restricted to the Kimberley. Their small size, secretive disposition and variable pelage have hampered field identification, and thus, understanding of their distribution and status. The populations of all three are currently believed to be stable and their status is considered secure. Petrogale rothschildi is known from the Hamersley and Chichester Ranges, the east Pilbara, the Burrup Peninsula and four islands in the Dampier Archipelago. It is abundant on three of these islands, but has declined on Dolphin island. The status of the mainland populations is uncertain. Petrogale lateralis is a diverse species, with two subspecies and two chromosomal races occurring in WA. Petrogale lateralis hacketti is restricted to three islands in the Archipelago of the Recherche. Petrogale lateralis lateralis has declined throughout its mainland range, with extant populations known from six localities in the Wheatbelt; Cape Range; the Calvert Range; and Barrow and Salisbury Islands. It may still be extant in Kalbarri National Park. Petrogale lateralis West Kimberley race has a restricted distribution but appears secure, while P. lateralis MacDonnell Ranges race has declined markedly in recent years. Fox predation has been implicated in the decline of some populations of P. lateralis and P. rothschildi. The impact of factors such as competition from introduced grazers (stock, rabbits, goats), fire and habitat clearing have not been examined. Increased control of exotic predators, taxonomic research to clarify the identity of unsampled populations and field surveys are needed to improve the conservation outlook for WA rock-wallabies.																		0310-0049			BCI:BCI199800046774		
J	PEDRO, SRD; DECAMARGO, JMF								INTERACTIONS ON FLORAL RESOURCES BETWEEN THE AFRICANIZED HONEY-BEE APIS-MELLIFERA L AND THE NATIVE BEE COMMUNITY (HYMENOPTERA, APOIDEA) IN A NATURAL CERRADO ECOSYSTEM IN SOUTHEAST BRAZIL								APIDOLOGIE				22	4			397	415		10.1051/apido:19910405				1991	1991	Interactions between Apis mellifera and the native bee community, in 1 hectare of a re-growth "cerrado" with typical open-scrub vegetation and tropical climate, at Cajuru, Sao Paulo state, Brazil, were analysed for relative abundance, phenology and flower visits. Bees on flowers were netted every 14 d for a year, totalling 624 h of sampling. 4086 individuals, representing 192 species and 6 families of Apoidea, visited 140 of the 184 plant species sampled in the area. A mellifera, the second most abundant bee species, was present in a small proportion of the floral sources visited by bees, some of them not primarily melittophilous. Most of the Anthophoridae, Halictidae and Megachilidae exploited plants not visited by A mellifera. Even the Meliponinae, the most similar in morphological and behavioral attributes to Apis mellifera overlapped with Apis on few plant species.																		0044-8435			WOS:A1991GJ88000005		
J	PETERMAN, RM								STATISTICAL POWER ANALYSIS CAN IMPROVE FISHERIES RESEARCH AND MANAGEMENT								CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES				47	1			2	15		10.1139/f90-001				JAN 1990	1990																			0706-652X			WOS:A1990CG69300001		
J	PETERMAN, RM								THE IMPORTANCE OF REPORTING STATISTICAL POWER - THE FOREST DECLINE AND ACIDIC DEPOSITION EXAMPLE								ECOLOGY				71	5			2024	2027		10.2307/1937612				OCT 1990	1990																			0012-9658			WOS:A1990DZ83900039		
J	PLEASANTS, JM								BUMBLEBEE RESPONSE TO VARIATION IN NECTAR AVAILABILITY								ECOLOGY				62	6			1648	1661		10.2307/1941519				1981	1981																			0012-9658	1939-9170		WOS:A1981MT21800023		
J	Pyke, G.				Pyke, Graham H/H-1788-2011				Apiarists versus scientists: a bittersweet case.								Australian Natural History				23	5			386	392						1990	1990																			0004-9840			ZOOREC:ZOOR12700021720		
J	ROUBIK D W; MORENO J E; VERGARA C; WITTMANN D								SPORADIC FOOD COMPETITION WITH THE AFRICAN HONEY BEE PROJECTED IMPACT ON NEOTROPICAL SOCIAL BEES								Journal of Tropical Ecology				2	2			97	111						1986	1986	Bee colonies in lowland forest in Panama were monitored for pollen and nectar harvest, pollen species utilization and nectar quality and quantity per returning forager. Despite sharing most pollen resources and nectar of the same quality with 20 introduced colonies of the African honey bee (Apis mellifera), native stingless bees of 12 species were largely unaffected by its activity. Pollen and nectar harvested by the honey bees were 10-200 times that procured by 17 stingless bee colonies. This discrepancy in total harvest and general lack of competitive effect is explained by a honey bee foraging area over 10 times that of the native bees, and apparent foraging shifts to escape competition with honey bees, thus reduced potential overlap in foraging sites. Seven cases of direct resource competition for pollen or nectar were documented, out of 31 tests. Rare periods of intensive harvest were diminished by competing African honey bees. Such harvest peaks lasted for only a few hours in 13 days of observation. Despite averge duration of 4% foraging time for each species, peaks included as much as 51% total harvest. Calculations based upon colony populations, food stores and flight range show that if African honey bees persist at a density of 1 colony per km2, colonies of some stingless bee species may disappear after 10 years. Their chances of escaping food competition by taxonomic specialization on flowers seem slight.																		0266-4674			BCI:BCI198784002869		
J	ROUBIK, DW								EXPERIMENTAL COMMUNITY STUDIES - TIME-SERIES TESTS OF COMPETITION BETWEEN AFRICAN AND NEOTROPICAL BEES								ECOLOGY				64	5			971	978		10.2307/1937803				1983	1983																			0012-9658	1939-9170		WOS:A1983RJ86800001		
J	ROUBIK, DW								FORAGING BEHAVIOR OF COMPETING AFRICANIZED HONEYBEES AND STINGLESS BEES								ECOLOGY				61	4			836	845		10.2307/1936754				1980	1980																			0012-9658			WOS:A1980KN99900014		
J	Roubik, DW; Wolda, H								Do competing honey bees matter? Dynamics and abundance of native bees before and after honey bee invasion								POPULATION ECOLOGY				43	1			53	62		10.1007/PL00012016				APR 2001	2001	To provide replicate samples of local bee populations in a nature preserve, Light traps operated continuously on Barro Colorado Island (BCI), Panama, collected bees for 17 years, including 10 years following invasion by African Apis mellifera. Honey bees appeared in light traps as the first swarms colonized the Panama Canal area. Their numbers followed seasonal trends shown in independent studies, thus indicating bee abundance and activity in a large area. No measurable population-level impact of competition between this invading honey bee and native bees, despite many demonstrations of resource competition at flower patch and colony levels, changed annual abundances of all 15 native bee species. Native bee abundance did not decrease, nor did native bees show substantial reciprocal yearly change with honey bee abundance. One strong negative correlation of bee catches with an extremely rainy year was found. However, multiple regression using rainfall and honey bee abundance as the independent variables showed that neither was responsible for bee population change over 17 years. Nearly half the native species declined during a year that displayed peak honey bee number. That competition from honey bees on an island the size of BCI was necessarily reduced below impact levels expected on the mainland is discussed using a model of resource and consumer density, foraging range, and island size.																		1438-3896	1438-390X		WOS:000169145300008		
J	ROUBIK, DW								COMPARATIVE FORAGING BEHAVIOR OF APIS-MELLIFERA AND TRIGONA-CORVINA (HYMENOPTERA, APIDAE) ON BALTIMORA-RECTA (COMPOSITAE)								REVISTA DE BIOLOGIA TROPICAL				29	2			177	183						1981	1981																			0034-7744			WOS:A1981NH48600001		
J	ROUBIK, DW								COMPETITIVE INTERACTIONS BETWEEN NEOTROPICAL POLLINATORS AND AFRICANIZED HONEY BEES								SCIENCE				201	4360			1030	1032		10.1126/science.201.4360.1030				1978	1978																			0036-8075			WOS:A1978FN32100024	17743636	
J	SAKAGAMI, SF								SOME INTERSPECIFIC RELATIONS BETWEEN JAPANESE AND EUROPEAN HONEYBEES								JOURNAL OF ANIMAL ECOLOGY				28	1			51	+		10.2307/2013				1959	1959																			0021-8790	1365-2656		WOS:A1959WV74900004		
J	SCHAFFER, WM; ZEH, DW; BUCHMANN, SL; KLEINHANS, S; SCHAFFER, MV; ANTRIM, J								COMPETITION FOR NECTAR BETWEEN INTRODUCED HONEY BEES AND NATIVE NORTH-AMERICAN BEES AND ANTS								ECOLOGY				64	3			564	577		10.2307/1939976				1983	1983																			0012-9658			WOS:A1983QT18800018		
J	SCHAFFER, WM; JENSEN, DB; HOBBS, DE; GUREVITCH, J; TODD, JR; SCHAFFER, MV								COMPETITION, FORAGING ENERGETICS, AND THE COST OF SOCIALITY IN 3 SPECIES OF BEES								ECOLOGY				60	5			976	987		10.2307/1936866				1979	1979																			0012-9658	1939-9170		WOS:A1979JE21800014		
