PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Goka, Koichi								Influences of invasive species on native species: Will the European bumble bee, Bombus terrestris, bring genetic pollution into the Japanese native species?								Bulletin of the Biogeographical Society of Japan				53	2			91	101						Dec., 1998	1998	A bumble bee species, Bombus terrestris, has been introduced from Europe for pollination of tomato plants since 1991. Many ecologists have warned about biological invasion of the species. In 1996, a natural nest of the species was found in Hokkaido, indicating that it became naturalized. B. terrestris is such a competitive species that it would make strong ecological impact on Japanese native species through competition for food and nest site. Furthermore, B. terrestris has some potential for bringing genetic pollution into the populations of native species. Laboratory experiments showed that B. terrestris and a Japanese native species, B. hypocrita sapporoensis, could copulate and make hybrids. In this paper I discussed the possible ecological influences of B. terrestris on the Japanese native species, especially focusing on hybridization between them.																		0067-8716			BCI:BCI199900188419		
J	Gosterit, A; Gurel, F				Gurel, Fehmi/C-6142-2016				Comparison of development patterns of imported and native Bombus terrestris L. (Hymenoptera : Apidae) colonies in the Mediterranean coastal region								TURKISH JOURNAL OF VETERINARY & ANIMAL SCIENCES				29	2			393	398						2005	2005	This study was carried out to compare the colony development patterns of native and commercially imported Bombus terrestris colonies, which were used in greenhouses for pollination in the Mediterranean coastal region. Total of 57 queens, 23 of which were collected from the field and 34 obtained from the commercial company, were used. 91% of the queens collected from the field and 82% of the queens obtained from the commercial company laid eggs. The colony foundation ratio of the queens was determined as approximately 57%. The colonies founded by the queens taken from the commercial company produced 60.8 +/- 12.70 queens, while the colonies founded by the queens collected from the field did not produced queens. The numbers of workers and males produced, switch and competition points in the social phase of the colonies founded by the queens collected from the field were determined to be an average of 167.2 +/- 34.90 bees, 98.6 +/- 21.50 bees, 18.9 +/- 2.37 days and 37.3 +/- 2.68 days, while those in the colonies founded by the queens taken from the commercial company were 225.3 +/- 30.90 bees, 156.0 +/- 42.60 bees, 25.0 +/- 3.69 days and 50.8 +/- 4.44 days, respectively.																		1300-0128			WOS:000229422000031		
J	Goulson, D				Goulson, David/A-2462-2010	Goulson, David/0000-0003-4421-2876			Effects of introduced bees on native ecosystems								ANNUAL REVIEW OF ECOLOGY EVOLUTION AND SYSTEMATICS				34				1	26		10.1146/annurev.ecolsys.34.011802.132355				2003	2003	Bees are generally regarded as beneficial insects for their role in pollination, and in the case of the honeybee Apis mellifera, for production of honey. As a result several bee species have been introduced to countries far beyond their home range, including A. mellifera, bumblebees (Bombus sp.), the alfalfa leafcutter bee Megachile rotundata, and various other solitary species. Possible negative consequences of these introductions include: competition with native pollinators for floral resources; competition for nest sites; co-introduction of natural enemies, particularly pathogens that may infect native organisms; pollination of exotic weeds; and disruption of pollination of native plants. For most exotic bee species little or nothing is known of these possible effects. Research to date has focused mainly on A. mellifera, and has largely been concerned with detecting competition with native flower visitors. Considerable circumstantial evidence has accrued that competition does occur, but no experiment has clearly demonstrated long-term reductions in populations of native organisms. Most researchers agree that this probably reflects the difficulty of carrying out convincing studies of competition between such mobile organisms, rather than a genuine absence of competitive effects. Effects on seed set of exotic weeds are easier to demonstrate. Exotic bees often exhibit marked preferences for visiting flowers of exotic plants. For example, in Australia and New Zealand many weeds from Europe are now visited by European honeybees and bumblebees. Introduced bees are primary pollinators of a number of serious weeds. Negative impacts of exotic bees need to be carefully assessed before further introductions are carried out.																		1543-592X	1545-2069		WOS:000220102000001		
J	Goulson, D; Darvill, B				Goulson, David/A-2462-2010	Goulson, David/0000-0003-4421-2876			Niche overlap and diet breadth in bumblebees; are rare species more specialized in their choice of flowers?								APIDOLOGIE				35	1			55	63		10.1051/apido:2003062				JAN-FEB 2004	2004	The ecology of all bumblebees (Bombus spp.) is similar, yet some species have declined greatly while others remain abundant. We examine whether abundance is related to diet breadth. The floral visits of bumblebees were examined on Salisbury Plain, UK. All of the species examined gathered pollen mostly from Fabaceae. All species gathered nectar from a broader range of flowers than they did pollen, and longer-tongued bees had a narrower diet breadth when collecting nectar. B. hortorum (the species with the longest tongue) specialized on Trifolium pratense. As predicted, abundant species had a broader diet than rare species. Species with similar-length tongues visiting similar flowers. However, interspecific competition did not appear to be important since species with similar tongue lengths and high niche overlap co-occurred at high abundance. We suggest that the rare species may be those with short colony cycles, in which dependence on high quality food to rear larvae quickly forces specialization.																		0044-8435			WOS:000187803100007		
J	Goulson, D.; Stout, J. C.; Kells, A. R.				Stout, Jane C/B-1631-2010; Stout, Jane/AAS-8867-2020; Goulson, David/A-2462-2010	Stout, Jane C/0000-0002-2027-0863; Stout, Jane/0000-0002-2027-0863; Goulson, David/0000-0003-4421-2876			Do exotic bumblebees and honeybees compete with native flower-visiting insects in Tasmania?								JOURNAL OF INSECT CONSERVATION				6	3			179	189		10.1023/A:1023239221447				SEP 2002	2002	Honeybees, Apis mellifera, have been introduced by man throughout the globe. More recently, other bee species including various bumblebees (Bombus spp.) have been introduced to several new regions. Here we examine the impacts of honeybees and the bumblebee, Bombus terrestris, on native flower-visiting insects in Tasmania. To assess whether native insects have lower abundance or are excluded in areas that have been colonised by exotic bees, we quantified the abundance, diversity and floral preferences of flower-visiting insects at sites where bumblebees and honeybees were present, and compared them to sites where they were absent. This was achieved by hand searches at 67 sites, and by deploying sticky traps at 122 sites. Honeybees were by far the most abundant bee species overall, and dominated the bee fauna at most sites. There was considerable niche overlap between honeybees, bumblebees and native bees in terms of the flowers that they visited. Sites where bumblebees were established had similar species richness, diversity and abundance of native flower-visiting insects compared to sites where bumblebees were absent. In contrast, native bees were more than three times more abundant at the few sites where honeybees were absent, compared to those where they were present. Our results are suggestive of competition between honeybees and native bees, but exclusion experiments are needed to provide a definitive test.																		1366-638X	1572-9753		WOS:000208370600005		
J	Goulson, D; Hanley, ME				Goulson, David/A-2462-2010	Goulson, David/0000-0003-4421-2876			Distribution and forage use of exotic bumblebees in South Island, New Zealand								NEW ZEALAND JOURNAL OF ECOLOGY				28	2			225	232						2004	2004	The rapid decline in bumblebee populations within Europe has been linked to habitat loss through agricultural intensification, and a consequential reduction in the availability of preferred forage plants. The successful introduction of four European Bombus species to the South Island of New Zealand from England (in 1885 and 1906) provides an opportunity to determine how important different forage plants (also introduced from the U.K.) are to two severely threatened European bumblebee species (Bombus ruderatus and B. subterraneus). In January 2003 we conducted a survey of bumblebee populations across 70 sites in the central and southern South Island, recording which plant species were being used as pollen and nectar sources for each Bombus species. All four bumblebee species showed a clear preference for plants of European origin. Only B. terrestris, the most polylectic species, was recorded feeding on native plant species. The longer-tongued bumblebees, B. hortorum, B. ruderatus, and B. subterraneus, foraged predominantly on just two plant species; Trifolium pratense for both nectar and pollen, and Echium vulgare for nectar. These plant species are now declining in abundance in the U.K. Our results provide support for the hypothesis that the loss of flower-rich meadows, particularly those containing populations of Fabaceae species with long corollae, is responsible for the decline of bumblebee species across Europe. Comparison with earlier bumblebee surveys suggests that long-tongued bumblebees may also be in decline in New Zealand, particularly B. subterraneus which is now very localised and scarce.																		0110-6465	1177-7788		WOS:000226147100006		
J	Goulson, D; Hughes, WOH; Derwent, LC; Stout, JC				Goulson, David/A-2462-2010; Stout, Jane/AAS-8867-2020; Stout, Jane C/B-1631-2010; Hughes, William OH/A-6957-2014	Goulson, David/0000-0003-4421-2876; Stout, Jane/0000-0002-2027-0863; Stout, Jane C/0000-0002-2027-0863; Hughes, William OH/0000-0003-0951-9768			Colony growth of the bumblebee, Bombus terrestris, in improved and conventional agricultural and suburban habitats								OECOLOGIA				130	2			267	273		10.1007/s004420100803				JAN 2002	2002	Many bumblebee species are declining at a rapid rate in the United Kingdom and elsewhere. This is commonly attributed to the decline in floral resources that has resulted from an intensification in farming practices. Here we assess growth of nests of the bumblebee, Bombus terrestris, in habitats providing different levels of floral resources. Experimental nests were placed out in conventional farmland, in farmland with flower-rich conservation measures and in suburban areas. Nests gained weight more quickly and attained a larger final size in suburban areas compared to elsewhere. The diversity of pollens gathered by bees was highest in suburban areas, and lowest in conventional farmland. Nests in suburban areas were also more prone to attack by the specialist bumblebee parasite Aphomia sociella, suggesting that this moth is more abundant in suburban areas than elsewhere. Overall, our results demonstrate that gardens provide a greater density and diversity of floral resources than farmland, and probably support larger populations of B. terrestris. Contrary to expectation, schemes deployed to enhance farmland biodiversity appear to have little measurable impact on nest growth of this bumblebee species. We argue that B. terrestris probably forage over a larger scale than that on which farms are managed, so that nest growth is determined by the management of a large number of neighbouring farms, 7 not just that in which the nest is located.																		0029-8549	1432-1939		WOS:000173912100013	28547150	
J	HEINRICH, B								RESOURCE PARTITIONING AMONG SOME EUSOCIAL INSECTS - BUMBLEBEES								ECOLOGY				57	5			874	889		10.2307/1941054				1976	1976																			0012-9658			WOS:A1976CN46200004		
J	Hingston, AB; McQuillan, PB				McQuillan, Peter/C-2373-2014	McQuillan, Peter/0000-0001-6334-372X			Does the recently introduced bumblebee Bombus terrestris (Apidae) threaten Australian ecosystems?								AUSTRALIAN JOURNAL OF ECOLOGY				23	6			539	549						DEC 1998	1998	Native vegetation near Hobart in Tasmania was investigated to determine whether it was being invaded by the recently introduced large earth bumblebee, Bombus terrestris (Linnaeus, 1758). This species was found to be established in high numbers in a variety of vegetation types from coastal heath, through sclerophyll forest, and subalpine shrubberies up to an altitude of 1100 m. Hence, it has the potential to spread through much of Tasmania and temperate, mesic regions of mainland Australia. It is highly polylectic, foraging on at least 66 native plant species from 21 families. While the most heavily visited species produced abundant nectar, the lack of predation on this species also allowed it to forage economically on small flowers in clusters. This foraging profile overlapped with those of all anthophilous insect families, all bee subgenera, and all species of nectarivorous birds which were encountered. Therefore, B. terrestris has the potential to compete with most native anthophiles and commercial honeybees. As it forages from some plant taxa which are not visited by the European honeybee, Apis mellifera Linnaeus, 1758, this species is impacting on plant-pollinator relationships which have previously been free from the effects of exotic bees.																		0307-692X			WOS:000077462900005		
J	Hingston, AB; McQuillan, PB				McQuillan, Peter/C-2373-2014	McQuillan, Peter/0000-0001-6334-372X			Displacement of Tasmanian native megachilid bees by the recently introduced bumblebee Bombus terrestris (Linnaeus, 1758) (Hymenoptera : Apidae)								AUSTRALIAN JOURNAL OF ZOOLOGY				47	1			59	65		10.1071/ZO98016				1999	1999	The assertion that the recently introduced large earth bumblebee, Bombus terrestris, does not compete with other bees was investigated by examining the impact of B. terrestris on the foraging of two species of Chalicodoma (Megachilidae) on flowers of Gompholobium huegelii (Fabaceae). Chalicodoma spp. spent less time at each flower during the afternoon in quadrats where B. terrestris foraged than at quadrats from which B. terrestris was excluded, indicating that standing crops of nectar were depleted by B. terrestris during the course of the day. This decline in resources was associated with reductions in the numbers of flowers visited, and the amount of time spent foraging, by Chalicodoma spp. II is proposed that the native bees avoided foraging in the quadrat where B, terrestris occurred as a response to reduced foraging efficiency in that situation. Thus, B. terrestris displaced these two species of Chalicodoma through competition for a limited resource. The high densities at which B. terrestris occurred, together with its ability to Forage at lower ambient temperatures than the native bees, exacerbated the impact of this exotic species. The possibility that this will adversely affect pollination in G. huegelii is also discussed.																		0004-959X			WOS:000080646400006		
J	Holway, DA; Lach, L; Suarez, AV; Tsutsui, ND; Case, TJ				Lach, Lori/B-3145-2011	Lach, Lori/0000-0001-5137-5185			The causes and consequences of ant invasions								ANNUAL REVIEW OF ECOLOGY AND SYSTEMATICS				33				181	233		10.1146/annurev.ecolsys.33.010802.150444				2002	2002	Invasions by non-native ants are an ecologically destructive phenomenon affecting both continental and island ecosystems throughout the world. Invasive ants often become highly abundant in their introduced range and can outnumber native ants. These numerical disparities underlie the competitive asymmetry between invasive ants and native ants and result from a complex interplay of behavioral, ecological, and genetic factors. Reductions in the diversity and abundance of native ants resulting from ant invasions give rise to a variety of direct and indirect effects on non-ant taxa. Invasive ants compete with and prey upon a diversity of other organisms, including some vertebrates, and may enter into or disrupt mutualistic interactions with numerous plants and other insects. Experimental studies and research focused on the native range ecology of invasive ants will be especially valuable contributions to this field of study.																		0066-4162			WOS:000180007000008		
J	HORN, HS								MEASUREMENT OF OVERLAP IN COMPARATIVE ECOLOGICAL STUDIES								AMERICAN NATURALIST				100	914			419	&		10.1086/282436				1966	1966																			0003-0147			WOS:A19668394400004		
J	Inari, N; Nagamitsu, T; Kenta, T; Goka, K; Hiura, T				Kenta, Tanaka/B-2652-2014; Nagamitsu, Teruyoshi/J-7710-2015; Hiura, Tsutom/S-7395-2017	Kenta, Tanaka/0000-0002-6234-1017; Nagamitsu, Teruyoshi/0000-0003-3366-7197; Hiura, Tsutom/0000-0002-6735-1935			Spatial and temporal pattern of introduced Bombus terrestris abundance in Hokkaido, Japan, and its potential impact on native bumblebees								POPULATION ECOLOGY				47	1			77	82		10.1007/s10144-004-0205-9				APR 2005	2005	A commercial colony of Bombus terrestris (L.) was introduced to Japan in 1992 for crop pollination in greenhouses. Since then wild colonies have developed and spread in some regions. In the present study, we measured the spatial distribution and temporal change in abundance of B. terrestris in the Chitose River Basin, Hokkaido, Japan to elucidate the relation of greenhouses to the bee's distribution and to evaluate its potential effects on native bumblebees. Bumblebees were collected with window traps in windbreak forests roughly 1, 2, 4, and 6 km NNW and SSE of a large greenhouse. The peak catch of B. terrestris queens occurred in early June, suggesting that they had successfully hibernated in the field. The distributions of B. terrestris and the native B. ardens were mutually exclusive, while the native B. hypocrita appeared at all sites. Catches of B. terrestris were restricted to within 4 km of the nearest greenhouse, suggesting that the invasion was still in the initial phase in this area. The reduction in abundance of the native bumblebees in the sites of high B. terrestris abundance suggests the presence of interspecies competition between B. terrestris and the native bumblebees during the early part of the colony activity, although such reduction in B. ardens can be explained by habitat suitability.																		1438-3896			WOS:000229109900010		
J	Ings, T. C.; Ward, N. L.; Chittka, L.				Chittka, Lars/C-3110-2012; Ings, Thomas C/J-3439-2012	Chittka, Lars/0000-0001-8153-1732; Ings, Thomas C/0000-0002-7496-1977			Can commercially imported bumble bees out-compete their native conspecifics?								JOURNAL OF APPLIED ECOLOGY				43	5			940	948		10.1111/j.1365-2664.2006.01199.x				OCT 2006	2006	1. Although invasive species are major topics of research, little consideration has been given to the implications of introducing non-native subspecies or beneficial organisms such as pollinators. However, the extensive trade in bumble bees as pollinators of glasshouse crops involves both. Within regions in Europe, the importation of non-native commercially reared subspecies of Bombus terrestris could endanger native bumble bees through competitive displacement and/or hybridization.2. This study made a direct ecological comparison between commercially imported and native B. terrestris colonies growing in the wild in the UK. In particular, using a paired design, we compared the nectar-foraging performance and reproductive outputs of commercial and native colonies growing under identical field conditions.3. Commercial colonies performed well in the field, with substantially higher nectar-foraging rates than native colonies in four out of five locations. Nectar-foraging performance was positively correlated with forager size, with commercial bees being consistently larger than native bees.4. All seven commercial colonies studied produced gynes (new queens), with two colonies each producing in excess of 50. In contrast, only two out of seven native colonies produced gynes, and those only produced small numbers (five in total). Males were produced by all colonies but there were no significant differences in numbers between commercial and native subspecies.5. Synthesis and applications. The high reproductive success of commercial colonies indicates that there is an appreciable risk that they will become established and spread within the UK. Furthermore, their superior foraging ability and large colony size could lead them to out-compete native bumble bees. Clearly the invasive potential of non-native subspecies and/or beneficial organisms should not be overlooked. With respect to the current importation of commercial bumble bees, we strongly recommend a precautionary approach: native species and subspecies should be locally reared and the use/disposal of bees should be strictly regulated.																		0021-8901	1365-2664		WOS:000239987700011		
J	Ings, TC; Schikora, J; Chittka, L				Ings, Thomas C/J-3439-2012; Chittka, Lars/C-3110-2012	Ings, Thomas C/0000-0002-7496-1977; Chittka, Lars/0000-0001-8153-1732			Bumblebees, humble pollinators or assiduous invaders? A population comparison of foraging performance in Bombus terrestris								OECOLOGIA				144	3			508	516		10.1007/s00442-005-0081-9				JUL 2005	2005	Worldwide trade in non-native bumblebees remains largely unrestricted despite well-documented cases where introductions of non-native bees have gone dramatically wrong. Within Europe, indiscriminate importation of non-native populations of bumblebees (Bombus terrestris) for the pollination of glasshouse crops continues on a massive scale. However, no risk assessment has been conducted for these introductions, perhaps because B. terrestris is considered a native species, so shipping populations from one region to another has been implicitly assumed to present no risk. This view is clearly unjustified because Bombus terrestris populations differ significantly in their genetic makeup as demonstrated by strong differences in coat colour and behavioural traits. Therefore, for the first time we compare an important competitive trait, namely foraging performance, between commercially available B. terrestris populations in contrasting environments. We test whether commercially reared populations differ in their nectar foraging performance and whether this is influenced by both their source environment and the one they are introduced into. We do this by means of a reciprocal transplant experiment. Strong, consistent interpopulation differences in performance occurred irrespective of test location: Canary Island bees (B.t. canariensis) were superior to Sardinian bees (B.t. sassaricus), which were generally superior to mainland European bees (B.t. terrestris). These inter-population differences in performance were largely explained by inter-population variation in forager size, with larger bees being superior foragers. However, even when body size was accounted for, "native" bees were not superior to transplanted non-native bees in all but one case. We conclude that non-native populations, especially those with large foragers, can be highly competitive foragers. This could lead to their establishment and displacement of native bees. Therefore, we recommend that unregulated movements of non-native B. terrestris populations within Europe should not be carried out without a full risk assessment.																		0029-8549	1432-1939		WOS:000231247800019	15891827	
J	Inoue, M. N.; Yokoyama, J.; Tsuchida, K.				Tsuchida, Koji/M-6557-2019; Tsuchida, Koji/AAI-3932-2020; INOUE, Maki/H-6581-2013	Tsuchida, Koji/0000-0001-9359-5573; INOUE, Maki/0000-0002-9815-3480			Colony growth and reproductive ability of feral nests of the introduced bumblebee Bombus terrestris in northern Japan								INSECTES SOCIAUX				57	1			29	38		10.1007/s00040-009-0047-8				FEB 2010	2010	The introduced Bombus terrestris has been blamed for the decline of native bumblebee populations in Japan. To control this invasive species, it is necessary to understand its ecological traits in its newly established range. Here, we investigated the colony growth pattern and reproductive ability of feral nests of B. terrestris in northern Japan from 2003 to 2006. Nests collected at various times showed initially slow growth followed by rapid development. This pattern is consistent with findings in previous studies using laboratory-raised colonies. Our results also suggested that protandrous colonies tend to specialize in male production, whereas protogynous colonies specialize in gyne production, producing a split sex ratio in feral colonies of B. terrestris. The numerical population sex ratio was 1.40 gynes per male, calculated from the numbers of pre-emergence cocoons for gynes and males, showing a female-biased sex ratio at the population level. Mature colonies produced a mean of 376.5 cocoons and 90.2 gyne cocoons (22.1% of the total). The proportion of gynes produced by B. terrestris nests exceeded both those of conspecifics observed in other countries and those of consubgeneric native Japanese species. The propagule pressure hypothesis appears to explain the probability of establishment of this invasive species. Suitable nest sites for B. terrestris queens appeared to be in short supply, and B. terrestris may win usurpation contests against native species due to its large size, resulting in the decline of native bumblebee species.																		0020-1812			WOS:000273479800005		
J	Inoue, Maki N.; Yokoyama, Jun; Washitani, Izumi				INOUE, Maki/H-6581-2013	INOUE, Maki/0000-0002-9815-3480; Washitani, Izumi/0000-0002-5761-7947			Displacement of Japanese native bumblebees by the recently introduced Bombus terrestris (L.) (Hymenoptera : Apidae)								JOURNAL OF INSECT CONSERVATION				12	2			135	146		10.1007/s10841-007-9071-z				APR 2008	2008	The introduced Bombus terrestris has recently been naturalized in Japan and become dominant in some local communities. We investigated potential niche overlaps between introduced and native bumblebees in terms of morphological characteristics, seasonal flight activity, foraging and nesting habitat use, and plant species visited. There were considerable niche overlaps in flower resource use between B. terrestris and B. hypocrita sapporoensis/B. pseudobaicalensis. Bombus terrestris also potentially competes for nest sites with B. hypocrita sapporoensis. During 3-year monitoring, B. pseudobaicalensis showed no noticeable change, but B. hypocrita sapporoensis decreased while B. terrestris increased. Abundant flower resources provided by exotic plants may buffer native bumblebees from competition for food with introduced species. By contrast, the number of nest usurpers found in B. terrestris nests increased between 2003 and 2005, indicating that availability of nest sites was limiting and queens strongly competed for nest sites. Our findings suggest that competition for nest sites rather than flower resources is the major ecological mechanism for displacement of native bees. The large reduction of B. hypocrita sapporoensis queen indicates that B. terrestris may cause local extinction of native bumblebees. Control of established B. terrestris populations and prevention of further range expansion are urgently needed.																		1366-638X	1572-9753		WOS:000253572400005		
J	INOUYE, DW				Inouye, David W./C-2997-2011	Inouye, David W./0000-0003-2076-7834			THE EFFECT OF PROBOSCIS AND COROLLA TUBE LENGTHS ON PATTERNS AND RATES OF FLOWER VISITATION BY BUMBLEBEES								OECOLOGIA				45	2			197	201		10.1007/BF00346460				1980	1980																			0029-8549			WOS:A1980JU34600009	28309530	
