PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Cayuela, Luis; Ruiz-Arriaga, Sarah; Ozers, Christian P.				Cayuela, Luis/K-7255-2015	Cayuela, Luis/0000-0003-3562-2662			Honeybees Increase Fruit Set in Native Plant Species Important for Wildlife Conservation								ENVIRONMENTAL MANAGEMENT				48	5			910	919		10.1007/s00267-011-9677-5				NOV 2011	2011	Honeybee colonies are declining in some parts of the world. This may have important consequences for the pollination of crops and native plant species. In Spain, as in other parts of Europe, land abandonment has led to a decrease in the number of non professional beekeepers, which aggravates the problem of honeybee decline as a result of bee diseases In this study, we investigated the effects of honeybees on the pollination of three native plant species in northern Spain, namely wildcherry Prunus avium L., hawthorn Crataegus monogyna Jacq., and bilberry Vaccinium myrtillus L. We quantified fruit set of individuals from the target species along transects established from an apiary outwards. Half the samples were bagged in a nylon mesh to avoid insect pollination. Mixed-effects models were used to test the effect of distance to the apiary on fruit set in non-bagged samples. The results showed a negative significant effect of distance from the apiary on fruit set for hawthorn and bilberry, but no significant effects were detected for wildcherry. This suggests that the use of honeybees under traditional farming practices might be a good instrument to increase fruit production of some native plants. This may have important consequences for wildlife conservation, since fruits, and bilberries in particular, constitute an important feeding resource for endangered species, such as the brown bear Ursus arctos L. or the capercaillie Tetrao urogallus cantabricus L.																		0364-152X	1432-1009		WOS:000295676100006	21519875	
J	Chen, Yanping; Evans, Jay; Feldlaufer, Mark				Evans, Jay D/C-8408-2012	Evans, Jay D/0000-0002-0036-4651			Horizontal and vertical transmission of viruses in the honeybee, Apis mellifera								JOURNAL OF INVERTEBRATE PATHOLOGY				92	3			152	159		10.1016/j.jip.2006.03.010				JUL 2006	2006	The most crucial stage in the dynamics of virus infections is the mode of virus transmission. In general, transmission of viruses can occur through two pathways: horizontal and vertical transmission. In horizontal transmission, viruses are transmitted among individuals of the same generation, while vertical transmission occurs from mothers to their offspring. Because of its highly organized social structure and crowded population density, the honey bee colony represents a risky environment for the spread of disease infection. Like other plant and animal viruses, bee viruses use different survival strategies, including utilization of both horizontal and vertical routes, to transmit and maintain levels in a host population. In this review, we explore the current knowledge about the honey bee viruses and transmission routes of bee viruses. In addition, different transmission strategies on the persistence and dynamics of host pathogen interactions are also discussed. Published by Elsevier Inc.					38th Annual Meeting of the Society-for-Invertebrate-Pathology38th Annual Meeting of the Society-for-Invertebrate-Pathology	AUG 07-11, 2005AUG 07-11, 2005	Soc Invertebrate PatholSoc Invertebrate Pathol	Univ Alaska, Anchorage, AKUniv Alaska, Anchorage, AK										0022-2011	1096-0805		WOS:000239198300007	16793058	
J	Colla, Sheila R.; Packer, Laurence					packer, laurence/0000-0002-1711-8203			Evidence for decline in eastern North American bumblebees (Hymenoptera : Apidae), with special focus on Bombus affinis Cresson								BIODIVERSITY AND CONSERVATION				17	6			1379	1391		10.1007/s10531-008-9340-5				JUN 2008	2008	Bumblebees (Bombus spp.) have been declining rapidly in many temperate regions of the Old World. Despite their ecological and economic importance as pollinators, North American bumblebees have not been extensively surveyed and their conservation status is largely unknown. In this study, two approaches were used to determine whether bumblebees in that region were in decline spatially and temporally. First, surveys performed in 2004-2006 in southern Ontario were compared to surveys from 1971 to 1973 in the same sites to look at changes in community composition, in one of the most bumblebee diverse areas of eastern North America. Second, the extent of range decline for a focal species (Bombus affinis Cresson) was estimated by surveying 43 sites throughout its known native range in eastern Canada and the United States. Our study documents an impoverishment of the bumblebee community in southern Ontario over the past 35 years. Bombus affinis in particular was found to have declined drastically in abundance not only in southern Ontario but throughout its native range. The loss of any bumblebee species may result in cascading impacts on native fauna and flora and reduce agricultural production. Implications for the conservation of this important group of pollinators are discussed.																		0960-3115			WOS:000256754200006		
J	Dafni, Amots; Kevan, Peter; Gross, Caroline L.; Goka, Koichi				Management, Ecosystem/C-2259-2011				Bombus terrestris, pollinator, invasive and pest: An assessment of problems associated with its widespread introductions for commercial purposes								APPLIED ENTOMOLOGY AND ZOOLOGY				45	1			101	113		10.1303/aez.2010.101				FEB 2010	2010	Bombus terrestris L. (Apidae) is a native of temperate Eurasia and has been moved around the world since the 1800s. Dispersal of B. terrestris gained momentum in the 1980s when bees were reared artificially in Europe and supplied commercially for greenhouse pollination services. Very early after its commercial introduction, it was recognized that this species is invasive, can island hop to new locations and may disturb local ecosystems. The invasive characteristics of B. terrestris are: high migration ability, early seasonal emergence, high adaptability under adverse climatic conditions in various habitats, generalist or polylectic foraging strategies, enabling it to work a wide variety of flowers for resources, foraging over wide distances, a thermoregulatory metabolism that enables it to withstand low temperatures, no natural enemies to check population growth in areas outside its natural range, and it may develop two reproductive cycles in a year (bivoltine) in a newly colonized area. In addition, commercial bees produce more gynes and are better competitors than the local conspecific populations and may replace them in the likely event of an escape. The documented evidence on invasive impact of B. terrestris on natural ecosystems includes: negative interactions with local bee fauna, competition for nest sites with, and genetic contamination of, local Bombus spp., spread of parasites and pathogens and negative interactions with plant reproductive capacity. We discuss the possible measures that must be taken to minimize the B. terrestris invasion on local as well as on global levels.																		0003-6862	1347-605X		WOS:000276579400013		
J	Di Pasquale, Garance; Salignon, Marion; Le Conte, Yves; Belzunces, Luc P.; Decourtye, Axel; Kretzschmar, Andre; Suchail, Severine; Brunet, Jean-Luc; Alaux, Cedric				, Belzunces/P-7061-2019; Le Conte, Yves M/B-3246-2016; Le Conte, Yves/M-4442-2018; Alaux, Cedric/B-4667-2013	, Belzunces/0000-0003-1798-9962; Le Conte, Yves M/0000-0002-8466-5370; Le Conte, Yves/0000-0002-8466-5370; Alaux, Cedric/0000-0002-3045-2599			Influence of Pollen Nutrition on Honey Bee Health: Do Pollen Quality and Diversity Matter?								PLOS ONE				8	8					e72016	10.1371/journal.pone.0072016				AUG 5 2013	2013	Honey bee colonies are highly dependent upon the availability of floral resources from which they get the nutrients (notably pollen) necessary to their development and survival. However, foraging areas are currently affected by the intensification of agriculture and landscape alteration. Bees are therefore confronted to disparities in time and space of floral resource abundance, type and diversity, which might provide inadequate nutrition and endanger colonies. The beneficial influence of pollen availability on bee health is well-established but whether quality and diversity of pollen diets can modify bee health remains largely unknown. We therefore tested the influence of pollen diet quality (different monofloral pollens) and diversity (polyfloral pollen diet) on the physiology of young nurse bees, which have a distinct nutritional physiology (e. g. hypopharyngeal gland development and vitellogenin level), and on the tolerance to the microsporidian parasite Nosema ceranae by measuring bee survival and the activity of different enzymes potentially involved in bee health and defense response (glutathione-S-transferase (detoxification), phenoloxidase (immunity) and alkaline phosphatase (metabolism)). We found that both nurse bee physiology and the tolerance to the parasite were affected by pollen quality. Pollen diet diversity had no effect on the nurse bee physiology and the survival of healthy bees. However, when parasitized, bees fed with the polyfloral blend lived longer than bees fed with monofloral pollens, excepted for the protein-richest monofloral pollen. Furthermore, the survival was positively correlated to alkaline phosphatase activity in healthy bees and to phenoloxydase activities in infected bees. Our results support the idea that both the quality and diversity (in a specific context) of pollen can shape bee physiology and might help to better understand the influence of agriculture and land-use intensification on bee nutrition and health.																		1932-6203			WOS:000324465000241	23940803	
J	DURRER, S; SCHMIDHEMPEL, P								SHARED USE OF FLOWERS LEADS TO HORIZONTAL PATHOGEN TRANSMISSION								PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES				258	1353			299	302		10.1098/rspb.1994.0176				DEC 22 1994	1994	Plant-pollinator interactions are based on mutual benefits; the plant gains fertilization and the pollinator gains food resources. But aside from providing rewards, flowers can be risky places to visit, for example if a predator ambushes during the feeding/pollination process. Here, we show that pollination may also involve the transmission of pathogens for the pollinators. Experimental evidence is given that a trypanosome parasite, Crithidia bombi, can be horizontally transmitted within populations of its hosts, the bumblebees Bombus spp., through the shared use of flowers. Important floral characteristics such as nectar availability or inflorescence architecture may also affect transmission rate. Therefore, in addition to energetic considerations, pollinator strategies could also be governed by the risk of contracting pathogens.																		0962-8452			WOS:A1994QB14000013		
J	Elbgami, Twfeik; Kunin, William E.; Hughes, William O. H.; Biesmeijer, Jacobus C.								The effect of proximity to a honeybee apiary on bumblebee colony fitness, development, and performance								APIDOLOGIE				45	4			504	513		10.1007/s13592-013-0265-y				JUL 2014	2014	Competition between managed honeybees and wild pollinators is thought to be a key factor in structuring foraging communities on flowers. The majority of studies have focused on impacts such as floral visitation rates and resource overlap. However, direct measurement of fitness is required to fully assess the impacts of competition. We compared in 2 years the weight and reproductive success of bumblebee colonies located at two sites that were either close to or far from a large honeybee apiary, and which were located in the same landscape and with access to similar floral resources. We found that bumblebee colonies located at the site near the honeybee apiary gained less weight, and produced fewer and smaller queens, in both years than colonies at the site far from the apiary. The ratio of queen weight/size was lower in the colonies near honeybees in 1 year, while males were smaller and offspring sex ratio more male biased in colonies close to honeybees than in those far from honeybees. Proximity to managed honeybee hives was therefore associated with significantly reduced fitness of bumblebee colonies, but studies from many more sites are needed to confirm the effect.																		0044-8435	1297-9678		WOS:000338216700011		
J	Fontaine, C; Dajoz, I; Meriguet, J; Loreau, M				Fontaine, Colin/N-6469-2015	Fontaine, Colin/0000-0001-5367-5675			Functional diversity of plant-pollinator interaction webs enhances the persistence of plant communities								PLOS BIOLOGY				4	1			129	135	e1	10.1371/journal.pbio.0040001				JAN 2006	2006	Pollination is exclusively or mainly animal mediated for 70% to 90% of angiosperm species. Thus, pollinators provide an essential ecosystem service to humankind. However, the impact of human-induced biodiversity loss on the functioning of plant - pollinator interactions has not been tested experimentally. To understand how plant communities respond to diversity changes in their pollinating fauna, we manipulated the functional diversity of both plants and pollinators under natural conditions. Increasing the functional diversity of both plants and pollinators led to the recruitment of more diverse plant communities. After two years the plant communities pollinated by the most functionally diverse pollinator assemblage contained about 50% more plant species than did plant communities pollinated by less-diverse pollinator assemblages. Moreover, the positive effect of functional diversity was explained by a complementarity between functional groups of pollinators and plants. Thus, the functional diversity of pollination networks may be critical to ecosystem sustainability.																		1544-9173			WOS:000234663000013	16332160	
J	Fruend, Jochen; Dormann, Carsten F.; Holzschuh, Andrea; Tscharntke, Teja				Frund, Jochen/AAV-3105-2020; Holzschuh, Andrea/X-8989-2018; Tscharntke, Teja/N-5123-2014	Frund, Jochen/0000-0002-7079-3478; Holzschuh, Andrea/0000-0002-5235-4746; Dormann, Carsten/0000-0002-9835-1794			Bee diversity effects on pollination depend on functional complementarity and niche shifts								ECOLOGY				94	9			2042	2054		10.1890/12-1620.1				SEP 2013	2013	Biodiversity is important for many ecosystem processes. Global declines in pollinator diversity and abundance have been recognized, raising concerns about a pollination crisis of crops and wild plants. However, experimental evidence for effects of pollinator species diversity on plant reproduction is extremely scarce. We established communities with 1-5 bee species to test how seed production of a plant community is determined by bee diversity. Higher bee diversity resulted in higher seed production, but the strongest difference was observed for one compared to more than one bee species. Functional complementarity among bee species had a far higher explanatory power than bee diversity, suggesting that additional bee species only benefit pollination when they increase coverage of functional niches. In our experiment, complementarity was driven by differences in flower and temperature preferences. Interspecific interactions among bee species contributed to realized functional complementarity, as bees reduced interspecific overlap by shifting to alternative flowers in the presence of other species. This increased the number of plant species visited by a bee community and demonstrates a new mechanism for a biodiversity-function relationship (interactive complementarity). In conclusion, our results highlight both the importance of bee functional diversity for the reproduction of plant communities and the need to identify complementarity traits for accurately predicting pollination services by different bee communities.																		0012-9658	1939-9170		WOS:000324532900017	24279275	
J	Fuerst, M. A.; McMahon, D. P.; Osborne, J. L.; Paxton, R. J.; Brown, M. J. F.				McMahon, Dino P/F-7006-2012; Fuerst, Matthias/J-8479-2014; McMahon, Dino/S-2620-2019; Osborne, Juliet L/I-6776-2012; Paxton, Robert/D-7082-2015	McMahon, Dino P/0000-0003-1119-5299; Fuerst, Matthias/0000-0002-3712-925X; McMahon, Dino/0000-0003-1119-5299; Paxton, Robert/0000-0003-2517-1351			Disease associations between honeybees and bumblebees as a threat to wild pollinators								NATURE				506	7488			364	+		10.1038/nature12977				FEB 20 2014	2014	Emerging infectious diseases (EIDs) pose a risk to human welfare, both directly(1) and indirectly, by affecting managed livestock and wildlife that provide valuable resources and ecosystem services, such as the pollination of crops(2). Honeybees (Apis mellifera), the prevailing managed insect crop pollinator, suffer from a range of emerging and exotic high-impact pathogens(3,4), and population maintenance requires active management by beekeepers to control them. Wild pollinators such as bumblebees (Bombus spp.) are in global decline(5,6), one cause of which may be pathogen spillover from managed pollinators like honeybees(7,8) or commercial colonies of bumblebees(9). Here we use a combination of infection experiments and landscape-scale field data to show that honeybee EIDs are indeed widespread infectious agents within the pollinator assemblage. The prevalence of deformed wing virus (DWV) and the exotic parasite Nosema ceranae in honeybees and bumblebees is linked; as honeybees have higher DWV prevalence, and sympatric bumblebees and honeybees are infected by the same DWV strains, Apis is the likely source of at least one major EID in wild pollinators. Lessons learned from vertebrates(10,11) highlight the need for increased pathogen control in managed bee species to maintain wild pollinators, as declines in native pollinators may be caused by interspecies pathogen transmission originating from managed pollinators.																		0028-0836	1476-4687		WOS:000331477800040	24553241	
