PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Bissett, J; Duke, G; Goettel, M								Ascosphaera acerosa sp nov isolated from the alfalfa leafcutting bee, with a key to the species of Ascosphaera								MYCOLOGIA				88	5			797	803		10.2307/3760974				SEP-OCT 1996	1996	Ascosphaera acerosa sp. nov. was isolated from a dead larva of the alfalfa leafcutting bee, Megachile rotundata (Hymenoptera: Megachilidae). The species is distinguished by the narrow spindle-shaped ascospores. An identification key is provided for the 21 species currently known in the genus Ascosphaera.																		0027-5514			WOS:A1996VN24200014		
J	Bonsall, Michael B.					Bonsall, Michael/0000-0003-0250-0423			The impact of non-lethal synergists on the population and evolutionary dynamics of host-pathogen interactions								JOURNAL OF THEORETICAL BIOLOGY				262	4			567	575		10.1016/j.jtbi.2009.10.035				FEB 21 2010	2010	Multiple pathogenic infections can influence disease transmission and virulence, and have important consequences for understanding the community ecology and epidemiology of host-pathogen interactions. Here the population and evolutionary dynamics of a host-pathogen interaction with free-living stages are explored in the presence of a non-lethal synergist that hosts must tolerate. Through the coupled effects on pathogen transmission, host mass gain and allometry it is shown how investing in tolerance to a non-lethal synergist can lead to a broad range of different population dynamics. The effects of the synergist on pathogen fitness are explored through a series of life-history trait trade-offs. Coupling trade-offs between pathogen yield and pathogen speed of kill and the presence of a synergist favour parasites that have faster speeds of kill. This evolutionary change in pathogen characteristics is predicted to lead to stable population dynamics. Evolutionary analysis of tolerance of the synergist (strength of synergy) and lethal pathogen yield show that decreasing tolerance allows alternative pathogen strategies to invade and replace extant strategies. This evolutionary change is likely to destabilise the host-pathogen interaction leading to population cycles. Correlated trait effects between speed of kill and tolerance (strength of synergy) show how these traits can interact to affect the potential for the coexistence of multiple pathogen strategies. Understanding the consequences of these evolutionary relationships is important for the both the evolutionary and population dynamics of host-pathogen interactions. (C) 2009 Elsevier Ltd. All rights reserved.																		0022-5193	1095-8541		WOS:000274676700001	19900467	
J	Engel, Philipp; Martinson, Vincent G.; Moran, Nancy A.				Moran, Nancy/ABE-6226-2020; Engel, Philipp/N-1788-2015; Moran, Nancy A/G-1591-2010	Engel, Philipp/0000-0002-4678-6200; 			Functional diversity within the simple gut microbiota of the honey bee								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				109	27			11002	11007		10.1073/pnas.1202970109				JUL 3 2012	2012	Animals living in social communities typically harbor a characteristic gut microbiota important for nutrition and pathogen defense. Accordingly, in the gut of the honey bee, Apis mellifera, a distinctive microbial community, composed of a taxonomically restricted set of species specific to social bees, has been identified. Despite the ecological and economical importance of honey bees and the increasing concern about population declines, the role of their gut symbionts for colony health and nutrition is unknown. Here, we sequenced the metagenome of the gut microbiota of honey bees. Unexpectedly, we found a remarkable degree of genetic diversity within the few bacterial species colonizing the bee gut. Comparative analysis of gene contents suggests that different species harbor distinct functional capabilities linked to host interaction, biofilm formation, and carbohydrate breakdown. Whereas the former two functions could be critical for pathogen defense and immunity, the latter one might assist nutrient utilization. In a gamma-proteobacterial species, we identified genes encoding pectin-degrading enzymes likely involved in the breakdown of pollen walls. Experimental investigation showed that this activity is restricted to a subset of strains of this species providing evidence for niche specialization. Long-standing association of these gut symbionts with their hosts, favored by the eusocial lifestyle of honey bees, might have promoted the genetic and functional diversification of these bee-specific bacteria. Besides revealing insights into mutualistic functions governed by the microbiota of this important pollinator, our findings indicate that the honey bee can serve as a model for understanding more complex gut-associated microbial communities.																		0027-8424			WOS:000306641100059	22711827	
J	Evison, S. E. F.; Foley, K.; Jensen, A. B.; Hughes, W. O. H.				Jensen, Annette Bruun/AAH-1732-2021; Evison, Sophie/Y-3993-2019; Jensen, Annette B/G-7558-2014	Jensen, Annette Bruun/0000-0002-2044-2274; Jensen, Annette B/0000-0002-2044-2274			Genetic diversity, virulence and fitness evolution in an obligate fungal parasite of bees								JOURNAL OF EVOLUTIONARY BIOLOGY				28	1			179	188		10.1111/jeb.12555				JAN 2015	2015	Within-host competition is predicted to drive the evolution of virulence in parasites, but the precise outcomes of such interactions are often unpredictable due to many factors including the biology of the host and the parasite, stochastic events and co-evolutionary interactions. Here, we use a serial passage experiment (SPE) with three strains of a heterothallic fungal parasite (Ascosphaera apis) of the Honey bee (Apis mellifera) to assess how evolving under increasing competitive pressure affects parasite virulence and fitness evolution. The results show an increase in virulence after successive generations of selection and consequently faster production of spores. This faster sporulation, however, did not translate into more spores being produced during this longer window of sporulation; rather, it appeared to induce a loss of fitness in terms of total spore production. There was no evidence to suggest that a greater diversity of competing strains was a driver of this increased virulence and subsequent fitness cost, but rather that strain-specific competitive interactions influenced the evolutionary outcomes of mixed infections. It is possible that the parasite may have evolved to avoid competition with multiple strains because of its heterothallic mode of reproduction, which highlights the importance of understanding parasite biology when predicting disease dynamics.																		1010-061X	1420-9101		WOS:000348992900015	25407685	
J	Evison, Sophie E. F.				Evison, Sophie/Y-3993-2019				Chalkbrood: epidemiological perspectives from the host-parasite relationship								CURRENT OPINION IN INSECT SCIENCE				10				65	70		10.1016/j.cois.2015.04.015				AUG 2015	2015	Chalkbrood is a fungal brood disease of the honey bee, Apis mellifera, caused by the parasite Ascosphaera apis. Considered as a stress-related disease, the severity of chalkbrood outbreaks depend on a multitude of interacting factors. The specific relationship between host and parasite in this disease is interesting because the parasite is both heterothallic and semelparous. Recent studies highlight that this specific host-parasite relationship is influenced by factors such as interactions with other parasite strains or species, and environmental perturbations. To understand how to protect pollinators most effectively, it is crucial that future research takes a more ecologically relevant approach by studying the basic biology of the host-parasite relationship in the context of the multi-factorial processes that influence it.																		2214-5745	2214-5753		WOS:000369017500011	29588016	
J	Evison, Sophie E. F.; Fazio, Geraldine; Chappell, Paula; Foley, Kirsten; Jensen, Annette B.; Hughes, William O. H.				Evison, Sophie/Y-3993-2019; Jensen, Annette B/G-7558-2014; Hughes, William OH/A-6957-2014; Jensen, Annette Bruun/AAH-1732-2021	Jensen, Annette B/0000-0002-2044-2274; Hughes, William OH/0000-0003-0951-9768; Jensen, Annette Bruun/0000-0002-2044-2274			Host-parasite genotypic interactions in the honey bee: the dynamics of diversity								ECOLOGY AND EVOLUTION				3	7			2214	2222		10.1002/ece3.599				JUL 2013	2013	Parasites are thought to be a major driving force shaping genetic variation in their host, and are suggested to be a significant reason for the maintenance of sexual reproduction. A leading hypothesis for the occurrence of multiple mating (polyandry) in social insects is that the genetic diversity generated within-colonies through this behavior promotes disease resistance. This benefit is likely to be particularly significant when colonies are exposed to multiple species and strains of parasites, but host-parasite genotypic interactions in social insects are little known. We investigated this using honey bees, which are naturally polyandrous and consequently produce genetically diverse colonies containing multiple genotypes (patrilines), and which are also known to host multiple strains of various parasite species. We found that host genotypes differed significantly in their resistance to different strains of the obligate fungal parasite that causes chalkbrood disease, while genotypic variation in resistance to the facultative fungal parasite that causes stonebrood disease was less pronounced. Our results show that genetic variation in disease resistance depends in part on the parasite genotype, as well as species, with the latter most likely relating to differences in parasite life history and host-parasite coevolution. Our results suggest that the selection pressure from genetically diverse parasites might be an important driving force in the evolution of polyandry, a mechanism that generates significant genetic diversity in social insects.																		2045-7758			WOS:000322002400032	23919163	
J	Evison, Sophie E. F.; Roberts, Katherine E.; Laurenson, Lynn; Pietravalle, Stephane; Hui, Jeffrey; Biesmeijer, Jacobus C.; Smith, Judith E.; Budge, Giles; Hughes, William O. H.				Evison, Sophie/Y-3993-2019; Hughes, William OH/A-6957-2014	Hughes, William OH/0000-0003-0951-9768; Smith, Judith/0000-0002-2206-3534			Pervasiveness of Parasites in Pollinators								PLOS ONE				7	1					e30641	10.1371/journal.pone.0030641				JAN 26 2012	2012	Many pollinator populations are declining, with large economic and ecological implications. Parasites are known to be an important factor in the some of the population declines of honey bees and bumblebees, but little is known about the parasites afflicting most other pollinators, or the extent of interspecific transmission or vectoring of parasites. Here we carry out a preliminary screening of pollinators (honey bees, five species of bumblebee, three species of wasp, four species of hoverfly and three genera of other bees) in the UK for parasites. We used molecular methods to screen for six honey bee viruses, Ascosphaera fungi, Microsporidia, and Wolbachia intracellular bacteria. We aimed simply to detect the presence of the parasites, encompassing vectoring as well as actual infections. Many pollinators of all types were positive for Ascosphaera fungi, while Microsporidia were rarer, being most frequently found in bumblebees. We also detected that most pollinators were positive for Wolbachia, most probably indicating infection with this intracellular symbiont, and raising the possibility that it may be an important factor in influencing host sex ratios or fitness in a diversity of pollinators. Importantly, we found that about a third of bumblebees (Bombus pascuorum and Bombus terrestris) and a third of wasps (Vespula vulgaris), as well as all honey bees, were positive for deformed wing virus, but that this virus was not present in other pollinators. Deformed wing virus therefore does not appear to be a general parasite of pollinators, but does interact significantly with at least three species of bumblebee and wasp. Further work is needed to establish the identity of some of the parasites, their spatiotemporal variation, and whether they are infecting the various pollinator species or being vectored. However, these results provide a first insight into the diversity, and potential exchange, of parasites in pollinator communities.																		1932-6203			WOS:000301703800022	22347356	
J	Foley, Kirsten; Fazio, Geraldine; Jensen, Annette B.; Hughes, William O. H.				Jensen, Annette Bruun/AAH-1732-2021; Jensen, Annette B/G-7558-2014; Jensen, Annette/E-5478-2013; Hughes, William OH/A-6957-2014	Jensen, Annette Bruun/0000-0002-2044-2274; Jensen, Annette B/0000-0002-2044-2274; Hughes, William OH/0000-0003-0951-9768			Nutritional limitation and resistance to opportunistic Aspergillus parasites in honey bee larvae								JOURNAL OF INVERTEBRATE PATHOLOGY				111	1			68	73		10.1016/j.jip.2012.06.006				SEP 15 2012	2012	Honey bees are threatened by land use changes which reduce the availability and diversity of pollen and nectar resources. There is concern that poor nutrition may be involved in recent population declines, either directly or due to indirect effects on immunocompetence. The larval stage is likely to be the most vulnerable to a poor diet, but the effects of larval nutrition on the disease susceptibility of bees are not well known. In this study we used laboratory-reared honey bee larvae to investigate the effects of diet quality on disease susceptibility to the opportunistic fungal parasites Aspergillus flavus, Aspergillus phoenicis and A. fumigatus. Larvae fed on a nutritionally poor diet were found to be significantly more susceptible to A. fumigatus. Larval resistance to A. fumigatus was enhanced by feeding with a diet supplemented with either dandelion or polyfloral pollens. This indicates that dandelion and polyfloral pollens contain elements that enhance resistance to this fungal disease, illustrating an interaction between nutrition and parasitism and emphasising the benefit of diverse floral resources in the environment to maintain honey bee health. Crown Copyright (C) 2012 Published by Elsevier Inc. All rights reserved.																		0022-2011	1096-0805		WOS:000307797300010	22750047	
J	Foley, Kirsten; Fazio, Geraldine; Jensen, Annette B.; Hughes, William O. H.				Jensen, Annette B/G-7558-2014; Jensen, Annette Bruun/AAH-1732-2021	Jensen, Annette B/0000-0002-2044-2274; Jensen, Annette Bruun/0000-0002-2044-2274			The distribution of Aspergillus spp. opportunistic parasites in hives and their pathogenicity to honey bees								VETERINARY MICROBIOLOGY				169	3-4			203	210		10.1016/j.vetmic.2013.11.029				MAR 14 2014	2014	Stonebrood is a disease of honey bee larvae caused by fungi from the genus Aspergillus. As very few studies have focused on the epidemiological aspects of stonebrood and diseased brood may be rapidly discarded by worker bees, it is possible that a high number of cases go undetected. Aspergillus spp. fungi are ubiquitous and associated with disease in many insects, plants, animals and man. They are regarded as opportunistic pathogens that require immunocompromised hosts to establish infection. Microbiological studies have shown high prevalences of Aspergillus spp. in apiaries which occur saprophytically on hive substrates. However, the specific conditions required for pathogenicity to develop remain unknown. In this study, an apiary was screened to determine the prevalence and diversity of Aspergillus spp. fungi. A series of dose-response tests were then conducted using laboratory reared larvae to determine the pathogenicity and virulence of frequently occurring isolates. The susceptibility of adult worker bees to Aspergillus flavus was also tested. Three isolates (A. flavus, Aspergillus nomius and Aspergillus phoenicis) of the ten species identified were pathogenic to honey bee larvae. Moreover, adult honey bees were also confirmed to be highly susceptible to A. flavus infection when they ingested conidia. Neither of the two Aspergillus fumigatus strains used in dose-response tests induced mortality in larvae and were the least pathogenic of the isolates tested. These results confirm the ubiquity of Aspergillus spp. in the apiary environment and highlight their potential to infect both larvae and adult bees. (C) 2014 Published by Elsevier B.V.																		0378-1135	1873-2542		WOS:000333493300011	24485932	
J	GILLIAM, M; ROUBIK, DW; LORENZ, BJ								MICROORGANISMS ASSOCIATED WITH POLLEN, HONEY, AND BROOD PROVISIONS IN THE NEST OF A STINGLESS BEE, MELIPONA-FASCIATA								APIDOLOGIE				21	2			89	97		10.1051/apido:19900201				1990	1990																			0044-8435			WOS:A1990DH52800001		
J	GILLIAM, M; PREST, DB; LORENZ, BJ								MICROBIOLOGY OF POLLEN AND BEE BREAD - TAXONOMY AND ENZYMOLOGY OF MOLDS								APIDOLOGIE				20	1			53	68		10.1051/apido:19890106				1989	1989																			0044-8435			WOS:A1989T774900006		
J	Gilliam, M								Identification and roles of non-pathogenic microflora associated with honey bees								FEMS MICROBIOLOGY LETTERS				155	1			1	10						OCT 1 1997	1997	Microorganisms associated with honey bees, Apis mellifera, and their food include bacteria (Gram-variable pleomorphic bacteria, Bacillus spp., and Enterobacteriaceae), molds (primarily aspergilli and penicillia), and yeasts (mainly Torulopsis spp.). Eggs, prepupae, pupae, and worker bees emerging from cells as adults are usually free of internal microbes. Microorganisms acquired by larvae through ingestion of contaminated food are usually eliminated through the single defecation that occurs al the end of the feeding period prior to pupation. Emerging adult bees acquire intestinal microflora by food exchange with other bees in the colony and through consumption of pollen. Biochemical contributions of microorganisms to honey bees; the role of microorganisms in the conversion, enhancement, and preservation of pollen stored as bee bread in comb cells; and the production of antimycotic substances by molds and Bacillus spp, from honey bee colonies that are resistant to the fungal disease, chalkbrood, are discussed. An association of Bacillus spp. with bees including honey bees, stingless bees, and solitary bees from tropical and temperate zones appears to have evolved in which female bees inoculate food sources with these bacteria whose chemical products contribute to the elaboration and/or protection from spoilage of food that is stored in the nest. This association is ancient based on results from stingless bees preserved in amber for 25-40 million years. It is concluded that bees, their products, and their associated microorganisms are potential sources of bioactive products including antimicrobial compounds.																		0378-1097			WOS:000071091300001		
J	GILLIAM, M; LORENZ, BJ; BUCHMANN, SL								ASCOSPHAERA-APIS, THE CHALKBROOD PATHOGEN OF THE HONEYBEE, APIS-MELLIFERA, FROM LARVAE OF A CARPENTER-BEE, XYLOCOPA-CALIFORNICA-ARIZONENSIS								JOURNAL OF INVERTEBRATE PATHOLOGY				63	3			307	309		10.1006/jipa.1994.1057				MAY 1994	1994																			0022-2011			WOS:A1994NN04500014		
J	GILLIAM, M; LORENZ, BJ; PREST, DB; CAMAZINE, S								ASCOSPHAERA-APIS FROM APIS-CERANA FROM SOUTH-KOREA								JOURNAL OF INVERTEBRATE PATHOLOGY				61	1			111	112		10.1006/jipa.1993.1021				JAN 1993	1993																			0022-2011			WOS:A1993KG63600021		
J	GILLIAM, M; LORENZ, BJ; RICHARDSON, GV								DIGESTIVE ENZYMES AND MICROORGANISMS IN HONEY BEES, APIS-MELLIFERA - INFLUENCE OF STREPTOMYCIN, AGE, SEASON AND POLLEN								MICROBIOS				55	223			95	114						1988	1988																			0026-2633			WOS:A1988R219400003		
J	GOERZEN, DW; DUMOUCHEL, L; BISSETT, J								OCCURRENCE OF CHALKBROOD CAUSED BY ASCOSPHAERA-AGGREGATA SKOU IN A NATIVE LEAFCUTTING BEE, MEGACHILE-PUGNATA SAY (HYMENOPTERA, MEGACHILIDAE), IN SASKATCHEWAN								CANADIAN ENTOMOLOGIST				124	3			557	558		10.4039/Ent124557-3				MAY-JUN 1992	1992																			0008-347X	1918-3240		WOS:A1992JC49500012		
J	GOERZEN, DW; ERLANDSON, MA; BISSETT, J								OCCURRENCE OF CHALKBROOD CAUSED BY ASCOSPHAERA-AGGREGATA SKOU IN A NATIVE LEAFCUTTING BEE, MEGACHILE-RELATIVA CRESSON (HYMENOPTERA, MEGACHILIDAE), IN SASKATCHEWAN								CANADIAN ENTOMOLOGIST				122	11-12			1269	1270		10.4039/Ent1221269-11				NOV-DEC 1990	1990																			0008-347X			WOS:A1990EQ64900027		
J	Goettel, MS; Duke, GM; Goerzen, DW								Pathogenicity of Ascosphaera larvis to larvae of the alfalfa leafcutting bee, Megachile rotundata								CANADIAN ENTOMOLOGIST				129	6			1059	1065		10.4039/Ent1291059-6				NOV-DEC 1997	1997	Laboratory assays and field surveys showed that Ascosphaera larvis (Bissett) is a pathogen of alfalfa leafcutting bee larvae, capable of causing high mortality in commercial populations. In one population over 21% of bees were found to be infected by A. larvis. However, overall levels of the disease are low and it is unlikely that this pathogen poses an immediate threat to commercial leafcutting bee populations in Canada. The LD50 was determined to be 1.9 x 10(5) spores/bee. Elevated levels of CO2 are required for in vitro spore germination. The disease can easily be diagnosed within bee cells by X-ray radiography, thereby enabling disease levels to be monitored using conventional methods utilized by the industry to monitor leafcutting bee quality.																		0008-347X			WOS:000071426200007		
