PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Dinno, Alexis								Nonparametric pairwise multiple comparisons in independent groups using Dunn's test								STATA JOURNAL				15	1			292	300		10.1177/1536867X1501500117				2015	2015	Dunn's test is the appropriate nonparametric pairwise multiple-comparison procedure when a Kruskal-Wallis test is rejected, and it is now implemented for Stata in the dunntest command. dunntest produces multiple comparisons following a Kruskal-Wallis k-way test by using Stata's built-in kwallis command. It includes options to control the familywise error rate by using Dunn's proposed Bonferroni adjustment, the Sidak adjustment, the Holm stepwise adjustment, or the Holm-Sidak stepwise adjustment. There is also an option to control the false discovery rate using the Benjamini-Hochberg stepwise adjustment.																		1536-867X			WOS:000353664600016		
J	Dolezal, Adam G.; Hendrix, Stephen D.; Scavo, Nicole A.; Carrillo-Tripp, Jimena; Harris, Mary A.; Wheelock, M. Joseph; O'Neal, Matthew E.; Toth, Amy L.								Honey Bee Viruses in Wild Bees: Viral Prevalence, Loads, and Experimental Inoculation								PLOS ONE				11	11					e0166190	10.1371/journal.pone.0166190				NOV 10 2016	2016	Evidence of inter-species pathogen transmission from managed to wild bees has sparked concern that emerging diseases could be causing or exacerbating wild bee declines. While some pathogens, like RNA viruses, have been found in pollen and wild bees, the threat these viruses pose to wild bees is largely unknown. Here, we tested 169 bees, representing 4 families and 8 genera, for five common honey bee (Apis mellifera) viruses, finding that more than 80% of wild bees harbored at least one virus. We also quantified virus titers in these bees, providing, for the first time, an assessment of viral load in a broad spectrum of wild bees. Although virus detection was very common, virus levels in the wild bees were minimal D similar to or lower than foraging honey bees and substantially lower than honey bees collected from hives. Furthermore, when we experimentally inoculated adults of two different bee species (Megachile rotundata and Colletes inaequalis) with a mixture of common viruses that is lethal to honey bees, we saw no effect on short term survival. Overall, we found that honey bee RNA viruses can be commonly detected at low levels in many wild bee species, but we found no evidence that these pathogens cause elevated short-term mortality effects. However, more work on these viruses is greatly needed to assess effects on additional bee species and life stages.																		1932-6203			WOS:000387725000074	27832169	
J	Evans, Jay D.; Spivak, Marla				Spivak, Marla/AAI-5088-2020; Evans, Jay D/C-8408-2012	Evans, Jay D/0000-0002-0036-4651			Socialized medicine: Individual and communal disease barriers in honey bees								JOURNAL OF INVERTEBRATE PATHOLOGY				103				S62	S72		10.1016/j.jip.2009.06.019			S	JAN 2010	2010	Honey bees are attacked by numerous parasites and pathogens toward which they present a variety of individual and group-level defenses. In this review, we briefly introduce the many pathogens and parasites afflicting honey bees, highlighting the biology of specific taxonomic groups mainly as they relate to virulence and possible defenses. Second, we describe physiological, immunological, and behavioral responses of individual bees toward pathogens and parasites. Third, bees also show behavioral mechanisms for reducing the disease risk of their nestmates. Accordingly, we discuss the dynamics of hygienic behavior and other group-level behaviors that can limit disease. Finally, we conclude with several avenues of research that seem especially promising for understanding host-parasite relationships in bees and for developing breeding or management strategies for enhancing honey bee health. We discuss how human efforts to maintain healthy colonies intersect with similar efforts by the bees, and how bee management and breeding protocols can affect disease traits in the short and long term. Published by Elsevier Inc.																		0022-2011	1096-0805		WOS:000273993100008	19909975	
J	Evans, Jay D.; Schwarz, Ryan S.				Evans, Jay D/C-8408-2012	Evans, Jay D/0000-0002-0036-4651			Bees brought to their knees: microbes affecting honey bee health								TRENDS IN MICROBIOLOGY				19	12			614	620		10.1016/j.tim.2011.09.003				DEC 2011	2011	The biology and health of the honey bee Apis mellifera has been of interest to human societies for centuries. Research on honey bee health is surging, in part due to new tools and the arrival of colony-collapse disorder (CCD), an unsolved decline in bees from parts of the United States, Europe, and Asia. Although a clear understanding of what causes CCD has yet to emerge, these efforts have led to new microbial discoveries and avenues to improve our understanding of bees and the challenges they face. Here we review the known honey bee microbes and highlight areas of both active and lagging research. Detailed studies of honey bee-pathogen dynamics will help efforts to keep this important pollinator healthy and will give general insights into both beneficial and harmful microbes confronting insect colonies.																		0966-842X	1878-4380		WOS:000299014300006	22032828	
J	Evans, Nick; Miller, Carlisson; Scott, Marc								Inverse magnetic catalysis in bottom-up holographic QCD								PHYSICAL REVIEW D				94	7					074034	10.1103/PhysRevD.94.074034				OCT 21 2016	2016	We explore the effect of magnetic field on chiral condensation in QCD via a simple bottom-up holographic model which inputs QCD dynamics through the running of the anomalous dimension of the quark bilinear. Bottom-up holography is a form of effective field theory and we use it to explore the dependence on the coefficients of the two lowest order terms linking the magnetic field and the quark condensate. In the massless theory, we identify a region of parameter space where magnetic catalysis occurs at zero temperature but inverse magnetic catalysis at temperatures of order the thermal phase transition. The model shows similar nonmonotonic behavior in the condensate with B at intermediate T as the lattice data. This behavior is due to the separation of the transition at which a thermal width develops for the mesons and the chiral transition in the holographic framework. The introduction of quark mass raises the scale of B where inverse catalysis takes over from catalysis until the inverse catalysis lies outside the regime of validity of the effective description leaving just catalysis.																		2470-0010	2470-0029		WOS:000386173000006		
J	Fujiyuki, T; Takeuchi, H; Ono, M; Ohka, S; Sasaki, T; Nomoto, A; Kubo, T				Takeuchi, Hideaki/W-6739-2018; TAKEUCHI, HIDEAKI/G-4969-2014; KUBO, TAKEO/G-4951-2014	Takeuchi, Hideaki/0000-0001-6610-3895; 			Novel insect picorna-like virus identified in the brains of aggressive worker honeybees								JOURNAL OF VIROLOGY				78	3			1093	1100		10.1128/JVI.78.3.1093-1100.2004				FEB 2004	2004	To identify candidate genes involved in the aggressive behavior of worker honeybees, we used the differential display method to search for RNAs exclusively detected in the brains of aggressive workers that had attacked a hornet. We identified a novel, 10,152-nucleotide RNA, termed Kakugo RNA. Kakugo RNA encodes a protein of 2,893 amino acid residues that shares structural features and sequence similarities with various picorna-like virus polyproteins, especially those from sacbrood virus, which infects honeybees. The Kakugo protein contains several domains that correspond to the virion protein, helicase, protease, and RNA-dependent RNA polymerase domains of various picorna-like virus polyproteins. When the worker bee tissue lysate was subjected to sucrose density gradient centrifugation, Kakugo RNA, except for the material at the bottom, was separated into two major peaks. One of the peaks corresponded to the position of Kakugo mRNA, and the other corresponded to the position of the poliovirus virion. These results suggest that the Kakugo RNA exists as an mRNA-like free RNA and virion RNA in the honeybee. Furthermore, injection of the lysate supernatant from the attacker heads into the heads of noninfected bees resulted in a marked increase in Kakugo RNA. These results demonstrate that Kakugo RNA is a plus-strand RNA of a novel picorna-like virus and that the brains of aggressive workers are infected by this novel virus. Kakugo RNA was detected in aggressive workers but not in nurse bees or foragers. In aggressive workers, Kakugo RNA was detected in the brain but not in the thorax or abdomen, indicating a close relation between viral infection in the brain and aggressive worker behaviors.																		0022-538X	1098-5514		WOS:000188205900004	14722264	
J	Garibaldi, Lucas A.; Steffan-Dewenter, Ingolf; Kremen, Claire; Morales, Juan M.; Bommarco, Riccardo; Cunningham, Saul A.; Carvalheiro, Luisa G.; Chacoff, Natacha P.; Dudenhoeffer, Jan H.; Greenleaf, Sarah S.; Holzschuh, Andrea; Isaacs, Rufus; Krewenka, Kristin; Mandelik, Yael; Mayfield, Margaret M.; Morandin, Lora A.; Potts, Simon G.; Ricketts, Taylor H.; Szentgyoergyi, Hajnalka; Viana, Blandina F.; Westphal, Catrin; Winfree, Rachael; Klein, Alexandra M.				Westphal, Catrin/F-9560-2015; Bommarco, Riccardo/E-7109-2016; Garibaldi, Lucas A/D-7302-2013; Holzschuh, Andrea/X-8989-2018; Chacoff, Natacha/K-7595-2019; Klein, Alexandra-Maria/J-5871-2016; Potts, Simon/ABF-9221-2020; Cunningham, Saul A/B-9947-2009; Morales, Juan/B-6316-2009; Viana, Blandina/M-6537-2013; Mayfield, Margaret M/B-7386-2012; Szentgyorgyi, Hajnalka/AAK-2579-2020; Potts, Simon G/C-7250-2008; Carvalheiro, Luisa/D-9414-2012; Isaacs, Rufus/AAF-4646-2019	Westphal, Catrin/0000-0002-2615-1339; Bommarco, Riccardo/0000-0001-8888-0476; Holzschuh, Andrea/0000-0002-5235-4746; Chacoff, Natacha/0000-0002-1115-6989; Klein, Alexandra-Maria/0000-0003-2139-8575; Potts, Simon/0000-0002-2045-980X; Cunningham, Saul A/0000-0003-0703-6893; Morales, Juan/0000-0001-7269-7490; Viana, Blandina/0000-0002-4924-1257; Mayfield, Margaret M/0000-0002-5101-6542; Szentgyorgyi, Hajnalka/0000-0002-5753-800X; Potts, Simon G/0000-0002-2045-980X; Carvalheiro, Luisa/0000-0001-7655-979X; Isaacs, Rufus/0000-0001-7523-4643; Krewenka, Kristin/0000-0002-1913-1057; Garibaldi, Lucas Alejandro/0000-0003-0725-4049; Dudenhoffer, Jan-Hendrik/0000-0003-1548-1436; Steffan-Dewenter, Ingolf/0000-0003-1359-3944			Stability of pollination services decreases with isolation from natural areas despite honey bee visits								ECOLOGY LETTERS				14	10			1062	1072		10.1111/j.1461-0248.2011.01669.x				OCT 2011	2011	Sustainable agricultural landscapes by definition provide high magnitude and stability of ecosystem services, biodiversity and crop productivity. However, few studies have considered landscape effects on the stability of ecosystem services. We tested whether isolation from florally diverse natural and semi-natural areas reduces the spatial and temporal stability of flower-visitor richness and pollination services in crop fields. We synthesised data from 29 studies with contrasting biomes, crop species and pollinator communities. Stability of flower-visitor richness, visitation rate (all insects except honey bees) and fruit set all decreased with distance from natural areas. At 1 km from adjacent natural areas, spatial stability decreased by 25, 16 and 9% for richness, visitation and fruit set, respectively, while temporal stability decreased by 39% for richness and 13% for visitation. Mean richness, visitation and fruit set also decreased with isolation, by 34, 27 and 16% at 1 km respectively. In contrast, honey bee visitation did not change with isolation and represented > 25% of crop visits in 21 studies. Therefore, wild pollinators are relevant for crop productivity and stability even when honey bees are abundant. Policies to preserve and restore natural areas in agricultural landscapes should enhance levels and reliability of pollination services.																		1461-023X			WOS:000294917700011	21806746	
J	Glenny, William; Cavigli, Ian; Daughenbaugh, Katie F.; Radford, Rosemarie; Kegley, Susan E.; Flenniken, Michelle L.				Flenniken, Michelle/K-8240-2019	Flenniken, Michelle/0000-0003-0356-3370			Honey bee (Apis mellifera) colony health and pathogen composition in migratory beekeeping operations involved in California almond pollination								PLOS ONE				12	8						10.1371/journal.pone.0182814				AUG 17 2017	2017	Honey bees are important pollinators of agricultural crops. Pathogens and other factors have been implicated in high annual losses of honey bee colonies in North America and some European countries. To further investigate the relationship between multiple factors, including pathogen prevalence and abundance and colony health, we monitored commercially managed migratory honey bee colonies involved in California almond pollination in 2014. At each sampling event, honey bee colony health was assessed, using colony population size as a proxy for health, and the prevalence and abundance of seven honey bee pathogens was evaluated using PCR and quantitative PCR, respectively. In this sample cohort, pathogen prevalence and abundance did not correlate with colony health, but did correlate with the date of sampling. In general, pathogen prevalence (i.e., the number of specific pathogens harbored within a colony) was lower early in the year (January-March) and was greater in the summer, with peak prevalence occurring in June. Pathogen abundance in individual honey bee colonies varied throughout the year and was strongly associated with the sampling date, and was influenced by beekeeping operation, colony health, and mite infestation level. Together, data from this and other observational cohort studies that monitor individual honey bee colonies and precisely account for sampling date (i.e., day of year) will lead to a better understanding of the influence of pathogens on colony mortality and the effects of other factors on these associations.																		1932-6203			WOS:000407856600045	28817641	
J	HARDER, LD				Harder, Lawrence/H-9715-2012	Harder, Lawrence/0000-0002-2303-5076			MEASUREMENT AND ESTIMATION OF FUNCTIONAL PROBOSCIS LENGTH IN BUMBLEBEES (HYMENOPTERA, APIDAE)								CANADIAN JOURNAL OF ZOOLOGY-REVUE CANADIENNE DE ZOOLOGIE				60	5			1073	1079		10.1139/z82-148				1982	1982																			0008-4301			WOS:A1982NS95100046		
J	HARDER, LD				Harder, Lawrence/H-9715-2012	Harder, Lawrence/0000-0002-2303-5076			FLOWER HANDLING EFFICIENCY OF BUMBLE BEES - MORPHOLOGICAL ASPECTS OF PROBING TIME								OECOLOGIA				57	1-2			274	280		10.1007/BF00379591				1983	1983																			0029-8549			WOS:A1983QG36400039	28310186	
J	Kevill, Jessica L.; de Souza, Flaviane S.; Sharples, Christopher; Oliver, Randy; Schroeder, Declan C.; Martin, Stephen J.				Schroeder, Declan C./O-9131-2019	Schroeder, Declan C./0000-0001-5991-2838; Martin, Stephen/0000-0001-9418-053X			DWV-A Lethal to Honey Bees (Apis mellifera): A Colony Level Survey of DWV Variants (A, B, and C) in England, Wales, and 32 States across the US								VIRUSES-BASEL				11	5					426	10.3390/v11050426				MAY 2019	2019	The strong association between Varroa destructor, deformed wing virus (DWV), and high overwintering colony losses (OCL) of honey bees is well established. Three DWV master variants (DWV-A, -B, and -C) have been described, and their role in colony mortality remains an open question. Therefore, the aim of this study is to investigate the seasonal prevalence, viral load, and changing distribution of the three DWV master variants within honey bee colonies from England, Wales, and 32 states across the United States. Here, we report that in 2016, DWV-B was prevalent (100%, n = 249) and dominant (95%) in England and Wales, compared to the US. (56%, n = 217 and 23%, respectively), where DWV-A was prevalent (83%, n = 217) and dominant (63%). DWV-C was regularly detected in low viral loads (<1 x 10(7) genome equivalents per bee) and at lower prevalence (58% in England and Wales, n = 203, and 14% across the United States, n = 124) compared to DWV-A and -B. DWV-B prevalence and dominance in England and Wales coincided with low OCL (6%). Meanwhile, a 60% loss was reported by participating U.S. beekeepers. In the United States, DWV-A prevalence (89%, n = 18) and viral load were significantly (p = 0.002) higher (1 x 10 (8)-1 x 10(11)) in colonies that died when compared to the surviving colonies (49% (n = 27), 1 x 10(6)-1 x 10(10)). DWV-B had low prevalence (56%, n = 18) in the colonies that died with viral loads of <1 x 10(10). However, DWV-B was routinely detected in high viral loads (>1 x 10(10)) in surviving colonies from all sample locations, providing further supporting evidence of DWV-A exhibiting increased virulence over DWV-B at the colony level.																		1999-4915			WOS:000472676600037	31075870	
