PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	BAILEY, L								UNUSUAL TYPE OF STREPTOCOCCUS-PLUTON FROM EASTERN HIVE BEE								JOURNAL OF INVERTEBRATE PATHOLOGY				23	2			246	247		10.1016/0022-2011(74)90192-X				1974	1974																			0022-2011			WOS:A1974S654600018	4825260	
J	Berry, Colin				Berry, Colin/A-4338-2010	Plummer, Beverley/0000-0002-6559-7237; Berry, Colin/0000-0002-9943-548X			The bacterium, Lysinibacillus sphaericus, as an insect pathogen								JOURNAL OF INVERTEBRATE PATHOLOGY				109	1			1	10		10.1016/j.jip.2011.11.008				JAN 2012	2012	Since the first bacteria with insecticidal activity against mosquito larvae were reported in the 1960s, many have been described, with the most potent being isolates of Bacillus thuringiensis or Lysinibacillus sphaericus (formerly and best known as Bacillus sphaericus). Given environmental concerns over the use of broad spectrum synthetic chemical insecticides and the evolution of resistance to these, industry placed emphasis on the development of bacteria as alternative control agents. To date, numerous commercial formulations of B. thuringiensis subsp. israelensis (Bti) are available in many countries for control of nuisance and vector mosquitoes. Within the past few years, commercial formulations of L. sphaericus (Ls) have become available. Because Bti has been in use for more than 30 years, its properties are well know, more so than those of Ls. Thus, the purpose of this review is to summarise the most critical aspects of Ls and the various proteins that account for its insecticidal properties, especially the mosquitocidal activity of the most common isolates studied. Data are reviewed for the binary toxin, which accounts for the activity of sporulated cells, as well as for other toxins produced during vegetative growth, including sphaericolysin (active against cockroaches and caterpillars) and the different mosquitocidal Mtx and Cry toxins. Future studies of these could well lead to novel potent and environmentally compatible insecticidal products for controlling a range of insect pests and vectors of disease. (C) 2011 Elsevier Inc. All rights reserved.																		0022-2011	1096-0805		WOS:000299128600001	22137877	
J	Biesmeijer, J. C.; Roberts, S. P. M.; Reemer, M.; Ohlemueller, R.; Edwards, M.; Peeters, T.; Schaffers, A. P.; Potts, S. G.; Kleukers, R.; Thomas, C. D.; Settele, J.; Kunin, W. E.				Settele, Josef/A-6371-2009; Thomas, Chris D/A-1894-2012; Potts, Simon G/C-7250-2008; Potts, Simon/ABF-9221-2020; Thomas, Chris D/A-1460-2014	Settele, Josef/0000-0002-8624-4983; Thomas, Chris D/0000-0003-2822-1334; Potts, Simon G/0000-0002-2045-980X; Potts, Simon/0000-0002-2045-980X; Thomas, Chris D/0000-0003-2822-1334; Ohlemuller, Ralf/0000-0001-9102-6481			Parallel declines in pollinators and insect-pollinated plants in Britain and the Netherlands								SCIENCE				313	5785			351	354		10.1126/science.1127863				JUL 21 2006	2006	Despite widespread concern about declines in pollination services, little is known about the patterns of change in most pollinator assemblages. By studying bee and hoverfly assemblages in Britain and the Netherlands, we found evidence of declines (pre- versus post-1980) in local bee diversity in both countries; however, divergent trends were observed in hoverflies. Depending on the assemblage and location, pollinator declines were most frequent in habitat and flower specialists, in univoltine species, and/or in nonmigrants. In conjunction with this evidence, outcrossing plant species that are reliant on the declining pollinators have themselves declined relative to other plant species. Taken together, these findings strongly suggest a causal connection between local extinctions of functionally linked plant and pollinator species.																		0036-8075	1095-9203		WOS:000239154300044	16857940	
J	Bosch, J; Kemp, WP				Bosch, Jordi/K-8752-2016	Bosch, Jordi/0000-0002-8088-9457			Developing and establishing bee species as crop pollinators: the example of Osmia spp. (Hymenoptera : Megachilidae) and fruit trees								BULLETIN OF ENTOMOLOGICAL RESEARCH				92	1			3	16		10.1079/BER2001139				FEB 2002	2002	The development of a bee species as a new crop pollinator starts with the identification of a pollination-limited crop production deficit and the selection of one or more candidate pollinator species. The process continues with a series of studies on the developmental biology, pollinating efficacy, nesting behaviour, preference for different nesting substrates, and population dynamics of the candidate pollinator. Parallel studies investigate the biology of parasites, predators and pathogens. The information gained in these studies is combined with information on the reproductive biology of the crop to design a management system. Complete management systems should provide guidelines on rearing and releasing methods, bee densities required for adequate pollination, nesting materials, and control against parasites, predators and pathogens. Management systems should also provide methods to ensure a reliable pollinator supply. Pilot tests on a commercial scale are then conducted to test and eventually refine the management system. The process culminates with the delivery of a viable system to manage and sustain the new pollinator on a commercial scale. The process is illustrated by the development of three mason bees, Osmia cornifrons (Radoszkowski), O. lignaria Say and O. cornuta (Latreille) as orchard pollinators in Japan, the USA and Europe, respectively.																		0007-4853	1475-2670		WOS:000174496400002	12020357	
J	Brodsgaard, CJ; Ritter, W; Hansen, H								Response of in vitro reared honey bee larvae to various doses of Paenibacillus larvae larvae spores								APIDOLOGIE				29	6			569	578		10.1051/apido:19980609				NOV-DEC 1998	1998	The relationship between the number of Paenibacillus larvae larvae spores fed individually to 24-28, 48-52 and 72-76 h old Apis mellifera ligustica larvae and the number of larvae dying from the P. l. larvae infection was investigated as well as the effect of sublethal infection with P. l. larvae on larval development time and adult weight. The larvae were laboratory reared, thus, excluding the influence of nurse bees. The results show that larvae 24-28 h old are most susceptible to infection with P. l. larvae with a clear dose-response relationship (LD50 = 8.49). Older larvae become more and more resistant to infection with P. l. larvae so that no significant dose-mortality relationship exists in the 48-52 and 72-76 h age groups. Furthermore, a significant negative correlation exists between the development time and emergence weight for the adult bees in both the non-inoculated group and the inoculated group. There was no difference in development time between non-inoculated larvae and those that survived the inoculation. (C) Inra/DIB/AGIB/Elsevier, Paris.																		0044-8435			WOS:000078070900009		
J	Budge, Giles E.; Shirley, Mark D. F.; Jones, Benjamin; Quill, Emiline; Tomkies, Victoria; Feil, Edward J.; Brown, Mike A.; Haynes, Edward G.					Shirley, Mark/0000-0002-6220-2578			Molecular epidemiology and population structure of the honey bee brood pathogen Melissococcus plutonius								ISME JOURNAL				8	8			1588	1597		10.1038/ismej.2014.20				AUG 2014	2014	Melissococcus plutonius is the causative agent of European foulbrood (EFB), which is a serious brood disease of the European honey bee (Apis mellifera). EFB remains a threat because of a poor understanding of disease epidemiology. We used a recently published multi-locus sequence typing method to characterise 206 M. plutonius isolates recovered from outbreaks in England and Wales over the course of 2 years. We detected 15 different sequence types (STs), which were resolved by eBURST and phylogenetic analysis into three clonal complexes (CCs) 3, 12 and 13. Single and double locus variants within CC3 were the most abundant and widespread genotypes, accounting for 85% of the cases. In contrast, CCs 12 and 13 were rarer and predominantly found in geographical regions of high sampling intensity, consistent with a more recent introduction and localised spread. K-function analysis and interpoint distance tests revealed significant geographical clustering in five common STs, but pointed to different dispersal patterns between STs. We noted that CCs appeared to vary in pathogenicity and that infection caused by the more pathogenic variants is more likely to lead to honey bee colony destruction, as opposed to treatment. The importance of these findings for improving our understanding of disease aetiology and control are discussed.																		1751-7362	1751-7370		WOS:000340029800004	24599072	
J	Burritt, Nancy L.; Foss, Nicole J.; Neeno-Eckwall, Eric C.; Church, James O.; Hilger, Anna M.; Hildebrand, Jacob A.; Warshauer, David M.; Perna, Nicole T.; Burritt, James B.								Sepsis and Hemocyte Loss in Honey Bees (Apis mellifera) Infected with Serratia marcescens Strain Sicaria								PLOS ONE				11	12					e0167752	10.1371/journal.pone.0167752				DEC 21 2016	2016	Global loss of honey bee colonies is threatening the human food supply. Diverse pathogens reduce honey bee hardiness needed to sustain colonies, especially in winter. We isolated a free-living Gram negative bacillus from hemolymph of worker honey bees (Apis mellifera) found separated from winter clusters. In some hives, greater than 90% of the dying bees detached from the winter cluster were found to contain this bacterium in their hemolymph. Throughout the year, the same organism was rarely found in bees engaged in normal hive activities, but was detected in about half of Varroa destructor mites obtained from colonies that housed the septic bees. Flow cytometry of hemolymph from septic bees showed a significant reduction of plasmatocytes and other types of hemocytes. Interpretation of the l6S rRNA sequence of the bacterium indicated that it belongs to the Serratia genus of Gramnegative Gammaproteobacteria, which has not previously been implicated as a pathogen of adult honey bees. Complete genome sequence analysis of the bacterium supported its classification as a novel strain of Serratia marcescens, which was designated as S. marcescens strain sicaria (Ss1). When compared with other strains of S. marcescens, Ss1 demonstrated several phenotypic and genetic differences, including 65 genes not previously found in other Serratia genomes. Some of the unique genes we identified in Ss1 were related to those from bacterial insect pathogens and commensals. Recovery of this organism extends a complex pathosphere of agents which may contribute to failure of honey bee colonies.																		1932-6203			WOS:000392853100020	28002470	
J	Chen, YW; Wang, CH; An, J; Ho, KK								Susceptibility of the Asian honey bee, Apis cerana, to American foulbrood, Paenibacillus larvae larvae								JOURNAL OF APICULTURAL RESEARCH				39	3-4			169	175		10.1080/00218839.2000.11101038				2000	2000	American foulbrood (Paenibacillus larvae larvae), is a major concern of the beekeeping industry in Taiwan. However, disease signs have never been encountered during hive inspections of local colonies of the Asian honey bee, Apis cerana. To study the susceptibility of A. cerana larvae to AFB, various doses of P. I larvae spores were added to larval food and disease development was monitored. Results showed that 1-day-old larvae were most susceptible, next were 2-day-old larvae, while 3-day-old larvae showed no signs of disease even when fed a large dose (4.5 x 10(4) spores/larva). The negative correlation between susceptibility and larval age was similar to that found for A. mellifera. Further, at the susceptible age, A. cerana larvae showed higher resistance than A. mellifera larvae when fed the same dose of spores. The dose of spores that would cause 95% mortality of A. mellifera larvae only led to 47.1% mortality of A. cerana larvae of the same age. This resistance by A. cerana larvae apparently was not totally related to their innate immune capability. An important aspect contributing to the resistance of A. cerana was the fact that up to 82.2% of inoculated larvae were removed by adult workers before the capped stage. This adult hygienic behaviour effectively decreased the level of spore contamination inside the hive. In contrast, results showed that A. cerana pupae were more susceptible when vegetative cells of P. I. larvae were injected into the pupal haemocoel of both species of bees.																		0021-8839			WOS:000166815300011		
J	CLARK, TB								SPIROPLASMAS - DIVERSITY OF ARTHROPOD RESERVOIRS AND HOST-PARASITE RELATIONSHIPS								SCIENCE				217	4554			57	59		10.1126/science.217.4554.57				1982	1982																			0036-8075			WOS:A1982NU64800022	17739983	
J	Cortopassi-Laurino, Marilda; Imperatriz-Fonseca, Vera Lucia; Roubik, David Ward; Dollin, Anne; Heard, Tim; Aguilar, Ingrid; Venturieri, Giorgio C.; Eardley, Connal; Nogueira-Neto, Paulo				Heard, Tim/Q-7304-2019; Heard, Tim A/B-1125-2008; /H-5582-2012	Heard, Tim/0000-0003-4975-7314; Heard, Tim A/0000-0003-4975-7314; /0000-0002-1079-2158			Global meliponiculture: challenges and opportunities								APIDOLOGIE				37	2			275	292		10.1051/apido:2006027				MAR-APR 2006	2006	Stingless bees are social bees that live in tropical and subtropical areas of the world. All species produce honey, which has been appreciated by humans since ancient times. Here, the general panorama of meliponiculture is presented. Deforestation and poor management are the main problems faced by this incipient industry. For a profitable meliponiculture, much more biological information is needed, as well as field studies in natural conditions. In the near future, we suggest that the successful use of these pollinators will promote the development of new breeding techniques and commercialization possibilities, which must be designed to be sustainable.																		0044-8435	1297-9678		WOS:000238477400011		
J	DAVIDSON, EW; MORTON, HL; MOFFETT, JO; SINGER, S								EFFECT OF BACILLUS-SPHAERICUS STRAIN SSII-1 ON HONEY BEES, APIS-MELLIFERA								JOURNAL OF INVERTEBRATE PATHOLOGY				29	3			344	346						1977	1977																			0022-2011			WOS:A1977DD62000012		
J	DAVIS, RE; ISHIJIMA, T; WORLEY, JF; WHITCOMB, RF; STEERE, RL								HELICAL FILAMENTS PRODUCED BY A MYCOPLASMA-LIKE ORGANISM ASSOCIATED WITH CORN STUNT DISEASE								SCIENCE				176	4034			521	&		10.1126/science.176.4034.521				1972	1972																			0036-8075			WOS:A1972M307600021	17748653	
J	Descamps, Tine; De Smet, Lina; Stragier, Pieter; De Vos, Paul; de Graaf, Dirk C.					Descamps, Tine/0000-0002-8874-2214			Multiple Locus Variable number of tandem repeat Analysis: A molecular genotyping tool for Paenibacillus larvae								MICROBIAL BIOTECHNOLOGY				9	6			772	781		10.1111/1751-7915.12375				NOV 2016	2016	American Foulbrood, caused by Paenibacillus larvae, is the most severe bacterial disease of honey bees (Apis mellifera). To perform genotyping of P.larvae in an epidemiological context, there is a need of a fast and cheap method with a high resolution. Here, we propose Multiple Locus Variable number of tandem repeat Analysis (MLVA). MLVA has been used for typing a collection of 209 P.larvae strains from which 23 different MLVA types could be identified. Moreover, the developed methodology not only permits the identification of the four Enterobacterial Repetitive Intergenic Consensus (ERIC) genotypes, but allows also a discriminatory subdivision of the most dominant ERIC type I and ERIC type II genotypes. A biogeographical study has been conducted showing a significant correlation between MLVA genotype and the geographical region where it was isolated.																		1751-7915			WOS:000387000900007	27365124	
J	Diaz, Sebastian; Urbano, Sarah de Souza; Caesar, Lilian; Blochtein, Betina; Sattler, Aroni; Zuge, Valmir; Haag, Karen Luisa				/B-9412-2014; Haag, Karen/R-1382-2016	/0000-0001-8452-1716; Haag, Karen/0000-0003-1162-0152			Report on the microbiota of Melipona quadrifasciata affected by a recurrent disease								JOURNAL OF INVERTEBRATE PATHOLOGY				143				35	39		10.1016/j.jip.2016.11.012				FEB 2017	2017	Melipona quadrifasciata is an eusocial stingless bee traditionally used for honey production in Brazil. In the last decades, the species disappeared from the wild in Southern Brazil, being kept exclusively in managed colonies for commercial and recreational purposes. Stingless beekeepers from this region report annual losses of their colonies due to a syndrome of yet unknown causes. We investigate whether it is associated to pathogenic microorganisms already known to cause disease in bees. These results provide a starting point for future studies aimed at clarifying the relationship between the microbial community of stingless bees and their colony collapses. (C) 2016 Elsevier Inc. All rights reserved.																		0022-2011	1096-0805		WOS:000395227900005	27887862	
J	DJORDJEVIC, S; HOSHON, M; HORNITZKY, M				Djordjevic, Steven/A-2024-2013	Djordjevic, Steven/0000-0001-9301-5372			DNA RESTRICTION-ENDONUCLEASE PROFILES AND TYPING OF GEOGRAPHICALLY DIVERSE ISOLATES OF BACILLUS-LARVAE								JOURNAL OF APICULTURAL RESEARCH				33	2			95	103		10.1080/00218839.1994.11100856				1994	1994	DNA isolated from each of 20 Bacillus larvae isolates of geographically diverse origin (17 from Australia, one each from Fiji, Mexico and New Zealand) and cultured on brain heart infusion agar was digested with a range of restriction endonucleases. Based upon the degree of similarity in restriction endonuclease fragment patterns (REFP) produced by the restriction endonuclease Cfo I, five clonal types of B. larvae were identified. REFP were resolved on 3.5% polyacrylamide gels and visualized by silver staining. All the isolates showed many similarities in their REFP, however, those isolates cultured from geographically localized regions showed the greatest similarity. The superior resolving capabilities of polyacrylamide enabled these isolates to be further sub-typed according to minor variations in REFP.																		0021-8839			WOS:A1994NP42900006		
