PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Dukas, R								Effects of perceived danger on flower choice by bees								ECOLOGY LETTERS				4	4			327	333		10.1046/j.1461-0248.2001.00228.x				JUL 2001	2001	Studies on animal-flower interactions have mostly neglected the third trophic level of pollinators' predators, even though antipredatory behaviour of pollinators may affect patterns of pollinator visitation, pollen transfer and floral traits. In three experiments, it was found that honeybees showed sensitivity to perceived danger at flowers by preferring apparently safe flowers over equally rewarding alternatives harbouring either a dead bee or a spider, and avoiding revisitation of a site where the bees had escaped a simulated predation attempt. These results suggest that bees, like other animals, take antipredatory measures, which may have far reaching effects on animal-flower interactions.																		1461-023X	1461-0248		WOS:000170417800008		
J	Dukas, R; Morse, DH								Crab spiders show mixed effects on flower-visiting bees and no effect on plant fitness components								ECOSCIENCE				12	2			244	247		10.2980/i1195-6860-12-2-244.1				2005	2005	Predation on flower-visiting insects can potentially reduce pollination levels and hence plant fitness. We tested this prediction in a field experiment with 10 matched pairs of milkweed patches in which one patch in each pair contained crab spiders and the other patch was predator free. Significantly fewer honeybees were observed in the spider than no spider patches, but there was no spider effect on the two species of bumblebees. A possible explanation for this difference is that the honeybees suffered three times higher predation rates than the bumblebees. There were no spider effects on either the rate of pollinia removal from milkweed flowers or the number and mass of seeds produced. The results suggest that crab spiders may have only small effects on bees and plant fitness, at least where bees are abundant.																		1195-6860	2376-7626		WOS:000230239500011		
J	Dukas, R; Morse, DH								Crab spiders affect flower visitation by bees								OIKOS				101	1			157	163		10.1034/j.1600-0706.2003.12143.x				APR 2003	2003	In a field experiment, the bumblebee, B. ternarius, visited milkweed patches harboring crab spiders, Misumena ratio, at a lower frequency than patches free of crab spiders, and honeybees showed a similar but non-significant trend. Two other bumblebee species, B. terricola and B. vagans, did not avoid the spider patches. The latter two species are larger than B. ternarius and honeybees and suffer lower crab-spider predation. As far as we know, this is the first field study documenting negative effects of predators on flower visitation rate by pollinator populations. Our study suggests that pollinator response to predation may influence pollinator-plant interactions.																		0030-1299	1600-0706		WOS:000182106600016		
J	FREE, JB; WILLIAMS, IH								FACTORS DETERMINING REARING AND REJECTION OF DRONES BY HONEYBEE COLONY								ANIMAL BEHAVIOUR				23	AUG			650	675		10.1016/0003-3472(75)90143-8				1975	1975																			0003-3472			WOS:A1975AM86400020		
J	GADAGKAR, R				Gadagkar, Raghavendra/E-3944-2012	Gadagkar, Raghavendra/0000-0002-0328-9378			EVOLUTION OF EUSOCIALITY - THE ADVANTAGE OF ASSURED FITNESS RETURNS								PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY OF LONDON SERIES B-BIOLOGICAL SCIENCES				329	1252			17	25		10.1098/rstb.1990.0146				JUL 30 1990	1990																			0962-8436			WOS:A1990DU25300003		
J	Goncalves-Souza, Thiago; Omena, Paula M.; Souza, Jose Cesar; Romero, Gustavo Q.				de Omena, Paula Munhoz/C-5641-2009; Souza, Thiago Goncalves/E-3813-2012; Romero, Gustavo Q/H-8974-2012; Romero, Gustavo Q/N-1896-2019	de Omena, Paula Munhoz/0000-0002-5221-7901; Souza, Thiago Goncalves/0000-0001-8471-7479; Romero, Gustavo Q/0000-0003-3736-4759; Romero, Gustavo Q/0000-0003-3736-4759			Trait-mediated effects on flowers: Artificial spiders deceive pollinators and decrease plant fitness								ECOLOGY				89	9			2407	2413		10.1890/07-1881.1				SEP 2008	2008	Although predators can affect foraging behaviors of oral visitors, rarely is it known if these top-down effects of predators may cascade to plant fitness through trait-mediated interactions. In this study we manipulated artificial crab spiders on flowers of Rubus rosifolius to test the effects of predation risk on flower-visiting insects and strength of trait-mediated indirect effects to plant fitness. In addition, we tested which predator traits (e. g., forelimbs, abdomen) are recognized and avoided by pollinators. Total visitation rate was higher for control flowers than for flowers with an artificial crab spider. In addition, flowers with a sphere (simulating a spider abdomen) were more frequently visited than those with forelimbs or the entire spider model. Furthermore, the presence of artificial spiders decreased individual seed set by 42% and fruit biomass by 50%. Our findings indicate that pollinators, mostly bees, recognize and avoid flowers with predation risk; forelimbs seem to be the predator trait recognized and avoided by hymenopterans. Additionally, predator avoidance by pollinators resulted in pollen limitation, thereby affecting some components of plant fitness (fruit biomass and seed number). Because most pollinator species that recognized predation risk visited many other plant species, trait-mediated indirect effects of spiders cascading down to plant fitness may be a common phenomenon in the Atlantic rainforest ecosystem.																		0012-9658			WOS:000259259300006	18831161	
J	Goulson, D; Peat, J; Stout, JC; Tucker, J; Darvill, B; Derwent, LC; Hughes, WOH				Hughes, William OH/A-6957-2014; Stout, Jane/AAS-8867-2020; Goulson, David/A-2462-2010; Stout, Jane C/B-1631-2010	Hughes, William OH/0000-0003-0951-9768; Stout, Jane/0000-0002-2027-0863; Goulson, David/0000-0003-4421-2876; Stout, Jane C/0000-0002-2027-0863			Can alloethism in workers of the bumblebee, Bombus terrestris, be explained in terms of foraging efficiency?								ANIMAL BEHAVIOUR				64				123	130		10.1006/anbe.2002.3041				JUL 2002	2002	Bumblebee workers vary greatly in size, unlike workers of most other social bees. This variability has not been adequately explained. In many social insects, size variation is adaptive, with different-sized workers performing different tasks (alloethism). Here we established whether workers of the bumblebee, Bombus terrestris (L.) (Hymenoptera; Apidae), exhibit alloethism. We quantified the size of workers engaging in foraging compared to those that remain in the nest, and confirmed that it is the larger bees that tend to forage ((X) over bar +/- SE thorax widths 4.34 +/- 0.01 mm for nest bees and 4.93 +/- 0.02 mm for foragers). We then investigated whether large bees are better suited to foraging because they. are able to transport heavier loads of food back to the nest. Both pollen and nectar loads of returning foragers were measured, demonstrating that larger bees do return with a heavier mass of forage. Foraging trip times were inversely related to bee size when collecting nectar, but were unrelated to bee size for bees collecting pollen. Overall, large bees brought back more nectar per unit time than. small bees, but the rate of pollen collection appeared, to be unrelated to size. The smallest foragers had a nectar foraging rate close to zero, presumably explaining why foragers tend to be large. Why might larger bees be better at foraging? Various explanations are considered: larger bees are able to forage in, cooler conditions, may he able to forage over larger distances, and are perhaps also less vulnerable to predation. Conversely, small workers are presumably cheaper to produce and may be more nimble at within-nest tasks. Further research is needed to assess these,possibilities. (C) 2002 The Association for the Study of Animal Behaviour. Published by Elsevier Science Ltd. All rights reserved.																		0003-3472	1095-8282		WOS:000178657200014		
J	Heiling, AM; Herberstein, ME				Herberstein, Marie E./D-2042-2011; TATSUTA, HARUKI/F-2997-2010	Herberstein, Marie E./0000-0001-5071-2952; 			Predator-prey coevolution: Australian native bees avoid their spider predators								PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES				271				S196	S198		10.1098/rsbl.2003.0138			4	MAY 7 2004	2004	Australian crab spiders Thomisus spectabilis manipulate visual flower signals to lure introduced Apis mellifera. We gave Australian native bees, Austroplebia australis, the choice between two white daisies, Chrysanthemum frutescens, one of them occupied by a crab spider. The colour contrast between flowers and spiders affected the behaviour of native bees. Native bees approached spider-occupied flowers more frequently. However, native bees avoided flowers occupied by spiders and landed on vacant flowers more frequently. In contrast to honeybees that did not coevolve with T. spectabilis, Australian native bees show an anti-predatory response to avoid flowers occupied by this predator.																		0962-8452			WOS:000221321100021	15252982	
J	Higginson, AD; Gilbert, F				Gilbert, Francis S/K-3817-2013	Gilbert, Francis/0000-0002-2727-4103			Paying for nectar with wingbeats: a new model of honeybee foraging								PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES				271	1557			2595	2603		10.1098/rspb.2004.2866				DEC 22 2004	2004	Honeybees acquire wing damage as they age and older foraging honeybees accept lavender inflorescences with fewer flowers. These indicate the operation of some kind of optimal response, but this cannot be based on energy because energy expenditure does not change as the wings get damaged. However, wingbeat frequency increases with wing damage. A deterministic analytical model was constructed, based on the assumptions that bees have a limited total number of wingbeats that the flight motor can perform and that they maximize lifetime energy profit by conserving the number of wingbeats used in foraging. The optimal response to wing damage is to reduce the threshold number of flowers needed to accept an inflorescence. The predicted optimal gradient between wing damage (wingbeat frequency) and acceptance threshold (number of flowers on an inflorescence) was close to the observed gradient from field data. This model demonstrates that wear and tear is a significant factor in optimal foraging strategies.																		0962-8452	1471-2954		WOS:000226419100010	15615686	
J	Higginson, Andrew D.; Ruxton, Graeme D.; Skelhorn, John								The impact of flower-dwelling predators on host plant reproductive success								OECOLOGIA				164	2			411	421		10.1007/s00442-010-1681-6				OCT 2010	2010	Flowers attract insects and so are commonly exploited as foraging sites by sit-and-wait predators. Such predators can be costly to their host plant by consuming pollinators. However, sit-and-wait predators are often prey generalists that also consume plant antagonists such as herbivores, nectar robbers and granivores, so may also provide benefits to their host plant. Here we present a simple, but general, model that provides novel predictions about how costs and benefits interact in different ecological circumstances. The model predicts that the ecological conditions in which flower-dwelling predators are found can generate either net benefits to their host plants, net costs to their host plants, or can have no effect on the fitness of their host plants. The net effect is influenced by the relative densities of mutualists and antagonists. The flower-dwelling predator has a strong positive effect on the plant if both the pollinators and the granivores are at high density. Further, the range of density combinations that yield a positive net outcome for the plant increases if the performance of pollinators is negatively density dependent, if the predator is only moderately effective at influencing flower visitor rates by its potential prey, and if pollinators are very effective. If plants of a given species find themselves consistently in conditions where they benefit from the presence of a predator then we predict that natural selection could favour the evolution of plant traits that increase the likelihood of predator recruitment and retention, especially where plants are served by highly effective pollinators.																		0029-8549	1432-1939		WOS:000281860700013	20563603	
J	HOUSTON, A; SCHMIDHEMPEL, P; KACELNIK, A								FORAGING STRATEGY, WORKER MORTALITY, AND THE GROWTH OF THE COLONY IN SOCIAL INSECTS								AMERICAN NATURALIST				131	1			107	114		10.1086/284776				JAN 1988	1988																			0003-0147	1537-5323		WOS:A1988M004500008		
J	Ings, Thomas C.; Chittka, Lars				Chittka, Lars/C-3110-2012; Ings, Thomas C/J-3439-2012	Chittka, Lars/0000-0001-8153-1732; Ings, Thomas C/0000-0002-7496-1977			Speed-Accuracy Tradeoffs and False Alarms in Bee Responses to Cryptic Predators								CURRENT BIOLOGY				18	19			1520	1524		10.1016/j.cub.2008.07.074				OCT 14 2008	2008	Learning plays a crucial role in predator avoidance [1-3], but little is known about how the type of experience with predators molds future prey behavior. Specifically, is predator-avoidance learning and memory retention disrupted by cryptic coloration of predators, such as crab spiders [4, 5]? How does experience with different predators affect foraging decisions? We evaluated these questions by exposing foraging bumblebees to controlled predation risk from predators (robotic crab spiders) that were either cryptic or highly contrasting, as assessed by a quantitative model of bee color perception [6]. Our results from 3D tracking software reveal a speed-accuracy tradeoff [7]: Bees slow their inspection flights after learning that there is a risk from cryptic spiders. The adjustment of inspection effort results in accurate predator detection, leveling out predation risk at the expense of foraging time. Overnight-retention tests reveal no decline in performance, but bees that had experienced cryptic predators are more prone to "false alarms" (rejection of foraging opportunities on safe flowers) than those that had experienced conspicuous predators. Therefore, bees in the cryptic-spider treatment made a functional decision to trade off reduced foraging efficiency via increased inspection times and false-alarm rates against higher potential fitness loss from being injured or eaten.																		0960-9822			WOS:000260137900030	18771920	
J	Ings, Thomas C.; Chittka, Lars				Chittka, Lars/C-3110-2012; Ings, Thomas C/J-3439-2012	Chittka, Lars/0000-0001-8153-1732; Ings, Thomas C/0000-0002-7496-1977			Predator crypsis enhances behaviourally mediated indirect effects on plants by altering bumblebee foraging preferences								PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES				276	1664			2031	2036		10.1098/rspb.2008.1748				JUN 7 2009	2009	Predators of pollinators can influence pollination services and plant fitness via both consumptive (reducing pollinator density) and non-consumptive (altering pollinator behaviour) effects. However, a better knowledge of the mechanisms underlying behaviourally mediated indirect effects of predators is necessary to properly understand their role in community dynamics. We used the tripartite relationship between bumblebees, predatory crab spiders and flowers to ask whether behaviourally mediated effects are localized to flowers harbouring predators, or whether bees extend their avoidance to entire plant species. In a tightly controlled laboratory environment, bumblebees (Bombus terrestris) were exposed to a random mixture of equally rewarding yellow and white artificial flowers, but foraging on yellow flowers was very risky: bees had a 25 per cent chance of receiving a simulated predation attempt by 'robotic' crab spiders. As bees learnt to avoid 'dangerous' flowers, their foraging preferences changed and they began to visit fewer yellow flowers than expected by chance. Bees avoided spider-free yellow flowers as well as dangerous yellow flowers when spiders were more difficult to detect (the colour of yellow spiders was indistinguishable from that of yellow flowers). Therefore, this interaction between bee learning and predator crypsis could lead flower species harbouring cryptic predators to suffer from reduced reproductive success.																		0962-8452	1471-2954		WOS:000265450700014	19324797	
J	Jones, Emily I.				Jones, Emily/B-7895-2010	Jones, Emily/0000-0002-0605-884X			Optimal foraging when predation risk increases with patch resources: an analysis of pollinators and ambush predators								OIKOS				119	5			835	840		10.1111/j.1600-0706.2009.17841.x				MAY 2010	2010	Pollinators and their predators share innate and learned preferences for high quality flowers. Consequently, pollinators are more likely to encounter predators when visiting the most rewarding flowers. I present a model of how different pollinator species can maximize lifetime resource gains depending on the density and distribution of predators, as well as their vulnerability to capture by predators. For pollinator species that are difficult for predators to capture, the optimal strategy is to visit the most rewarding flowers as long as predator density is low. At higher predator densities and for pollinators that are more vulnerable to predator capture, the lifetime resource gain from the most rewarding flowers declines and the optimal strategy depends on the predator distribution. In some cases, a wide range of floral rewards provides near-maximum lifetime resource gains, which may favor generalization if searching for flowers is costly. In other cases, a low flower reward level provides the maximum lifetime resource gain and so pollinators should specialize on less rewarding flowers. Thus, the model suggests that predators can have qualitatively different top-down effects on plant reproductive success depending on the pollinator species, the density of predators, and the distribution of predators across flower reward levels.																		0030-1299			WOS:000276936000011		
J	Knerer, Gerd								The biology and social behaviour of Evylaeus malachurus (K.) (Hymenoptera; Halictidae) in different climatic regions of Europe								Zoologische Jahrbuecher Abteilung fuer Systematik Oekologie und Geographie der Tiere				119	2			261	290						1992	1992	The eusocial halictine bee Evylaeus malachurus is common over most of southern and central Europe. Overwintered gynes establish haplometrotic nests in spring. A single brood of workers is produced in the northern region, two broods are common in central Europe and southern Spain, up to three broods occur in some parts of the mediterranean area. Nests in the first phase contain from three to twelve cells, arranged in a comb and surrounded by a cavity. Nests of later phases are deeper with increasing numbers of cells. The latter are either clustered or scattered along the burrows. Brood cells are open during larval feeding, the faeces are removed by the workers before the cells are capped with an earthen plug. The caste system is based on conspicuous morphometric and physiological differences. Gynes are reared on big pollen balls, have substantial abdominal fat bodies and require a diapause before nest foundation in spring. Queens lay virtually all diploid eggs for worker and gyne production. Workers are raised on small provisions, lack fat bodies and a diapause, but commence activities immediately after emergence. Their main tasks include foraging, defence and construction, although some become egg-layers under certain circumstances. Males account for only 2% of the first brood, but their numbers increase throughout the summer, thanks to ovipositing workers in orphaned and very large nests. Populations of the nests in the last phase can range from a handful to close to ninety bees. Productivity is commensurate, extending from a low of half a dozen gynes to more than several hundred sexuals. Fecundity of this magnitude explains the colonising efficacy of the species, both with regards to newly created nest sites and old aggregations recently devastated by the depredations of brood parasites.																		0044-5193			BCI:BCI199395039927		
J	KUKUK, PF; MAY, B								COLONY DYNAMICS IN A PRIMITIVELY EUSOCIAL HALICTINE BEE LASIOGLOSSUM (DIALICTUS) ZEPHYRUM (HYMENOPTERA, HALICTIDAE)								INSECTES SOCIAUX				38	2			171	189		10.1007/BF01240967				1991	1991	Proximate control of colony dynamics was studied in the primitively eusocial halictine bee Lasioglossum (Dialictus) zephyrum using allozyme markers. The results indicate that workers produce on average 15 % of the male brood (range = 0-50 %) in small laboratory colonies made up of unrelated, single-generation, uninseminated females. This proportion is not influenced by colony size, but is influenced by the relative size of the queen. Large queens are more successful in dominating their workers than are small queens, the queen being defined as the female that is the mother of most of the brood produced in the colony. Older and larger females tend to become queens. Thus, while small differences in age (up to 4 days) influence which female becomes a queen, her ability to control her workers is primarily influenced by her relative size. The proportion of reproduction that is co-opted by the queen is negatively correlated with colony reproductivity (the number of males/day/female). Colony reproductivity is also negatively correlated with the standard deviation in size among females.																		0020-1812	1420-9098		WOS:A1991GB16000009		
J	Muller, A; Diener, S; Schnyder, S; Stutz, K; Sedivy, C; Dorn, S					Diener, Stefan/0000-0002-6622-6980			Quantitative pollen requirements of solitary bees: Implications for bee conservation and the evolution of bee-flower relationships								BIOLOGICAL CONSERVATION				130	4			604	615		10.1016/j.biocon.2006.01.023				JUL 2006	2006	Knowledge about the quantitative pollen requirements of solitary bees is crucial for the preservation of endangered bee species and the understanding of the evolution of bee-flower relationships. We estimate the number of flowers required to rear a single larva for 41 European bee species (i) by comparing the pollen content of brood cells with the pollen quantity contained in the flowers of the bees' host plants and (ii) by deducing the pollen requirements from a regression model describing the relationship between the average bee dry body mass and the average brood cell pollen content. The flower requirements of the bee species examined vary by three orders of magnitude. Depending on both bee species and host plant, from seven to 1100 flowers or from 0.9 to 4.5 flower heads are needed to rear a single larva. As only about 40% of the pollen contained in a flower was found to be available to a single female bee, these minimal figures have to be multiplied by a factor of approximately 2.5 to obtain a realistic estimate of bee flower requirements The amount of pollen lost from flowers for bee nutrition is surprisingly high. We hypothesize that the recent decline of many bee species may have its main cause in a food shortage provoked by a decrease in flower diversity and quantity following habitat destruction and modern agricultural practices. The substantial pollen losses to bees as documented in this study support earlier findings on floral adaptations against excessive pollen harvesting by bees. (c) 2006 Elsevier Ltd. All rights reserved.																		0006-3207			WOS:000238636900013		
